locus_tag	old_locus_tag
LK433_RS08745	LK433_08745
LK433_RS08750	LK433_08750
LK433_RS08755	LK433_08755
LK433_RS08760	LK433_08760
LK433_RS08765	LK433_08765
LK433_RS08770	LK433_08770
LK433_RS08775	LK433_08775
LK433_RS08780	LK433_08780
LK433_RS08785	LK433_08785
LK433_RS08790	LK433_08790
LK433_RS08795	LK433_08795
LK433_RS08800	LK433_08800
LK433_RS08805	LK433_08805
LK433_RS08810	LK433_08810
LK433_RS08815	LK433_08815
LK433_RS08820	LK433_08820
LK433_RS08825	LK433_08825
LK433_RS08830	LK433_08830
LK433_RS08835	LK433_08835
LK433_RS08840	LK433_08840
LK433_RS08845	LK433_08845
LK433_RS08850	LK433_08850
LK433_RS08855	LK433_08855
LK433_RS08860	LK433_08860
LK433_RS08865	LK433_08865
LK433_RS08870	LK433_08870
LK433_RS08875	LK433_08875
LK433_RS08880	LK433_08880
LK433_RS08885	LK433_08885
LK433_RS08890	LK433_08890
LK433_RS08895	LK433_08895
LK433_RS08900	LK433_08900
LK433_RS08905	LK433_08905
LK433_RS08910	LK433_08910
LK433_RS08915	LK433_08915
LK433_RS08920	LK433_08920
LK433_RS08925	LK433_08925
LK433_RS08930	LK433_08930
LK433_RS08935	LK433_08935
LK433_RS08940	LK433_08940
LK433_RS08945	LK433_08945
LK433_RS08950	LK433_08950
LK433_RS08955	LK433_08955
LK433_RS08960	LK433_08960
LK433_RS08965	LK433_08965
LK433_RS08970	LK433_08970
LK433_RS08975	LK433_08975
LK433_RS08980	LK433_08980
LK433_RS08985	LK433_08985
LK433_RS08990	LK433_08995
LK433_RS08995	LK433_09000
LK433_RS09000	LK433_09005
LK433_RS09005	LK433_09010
LK433_RS09010	LK433_09015
LK433_RS09015	LK433_09020
LK433_RS09020	LK433_09025
LK433_RS09025	LK433_09030
LK433_RS09030	LK433_09035
LK433_RS09035	LK433_09040
LK433_RS09040	LK433_09045
LK433_RS09045	LK433_09050
LK433_RS09050	LK433_09055
LK433_RS09055	LK433_09060
LK433_RS09060	LK433_09065
LK433_RS09065	LK433_09070
LK433_RS09070	LK433_09075
LK433_RS09075	LK433_09080
LK433_RS09080	LK433_09085
LK433_RS09085	LK433_09090
LK433_RS09090	LK433_09095
LK433_RS09095	LK433_09100
LK433_RS09100	LK433_09105
LK433_RS09105	LK433_09110
LK433_RS09110	LK433_09115
LK433_RS09115	LK433_09120
LK433_RS09120	LK433_09125
LK433_RS09125	LK433_09130
LK433_RS09130	LK433_09135
LK433_RS09135	LK433_09140
LK433_RS09140	LK433_09145
LK433_RS09145	LK433_09150
LK433_RS09150	LK433_09155
LK433_RS09155	LK433_09160
LK433_RS09160	LK433_09165
LK433_RS09165	LK433_09170
LK433_RS09170	LK433_09175
LK433_RS09175	LK433_09180
LK433_RS09180	LK433_09185
LK433_RS09185	LK433_09190
LK433_RS09190	LK433_09195
LK433_RS09195	LK433_09200
LK433_RS09200	LK433_09205
LK433_RS09205	LK433_09210
LK433_RS09210	LK433_09215
LK433_RS09215	LK433_09220
LK433_RS09220	LK433_09225
LK433_RS09225	LK433_09230
LK433_RS09230	LK433_09235
LK433_RS09235	LK433_09240
LK433_RS09240	LK433_09245
LK433_RS09245	LK433_09250
LK433_RS09250	LK433_09255
LK433_RS09255	LK433_09260
LK433_RS09260	LK433_09265
LK433_RS09265	LK433_09270
LK433_RS09270	LK433_09275
LK433_RS09275	LK433_09280
LK433_RS09280	LK433_09285
LK433_RS09285	LK433_09290
LK433_RS09290	LK433_09295
LK433_RS09295	LK433_09300
LK433_RS09300	LK433_09305
LK433_RS09305	LK433_09310
LK433_RS09310	LK433_09315
LK433_RS09315	LK433_09320
LK433_RS09320	LK433_09325
LK433_RS09325	LK433_09330
LK433_RS09330	LK433_09335
LK433_RS09335	LK433_09340
LK433_RS09340	LK433_09345
LK433_RS09345	LK433_09350
LK433_RS09350	LK433_09355
LK433_RS09355	LK433_09360
LK433_RS09360	LK433_09365
LK433_RS09365	LK433_09370
LK433_RS09370	LK433_09375
LK433_RS09375	LK433_09380
LK433_RS09380	LK433_09385
LK433_RS09385	LK433_09390
LK433_RS09390	LK433_09395
LK433_RS09395	LK433_09400
LK433_RS09400	LK433_09405
LK433_RS09405	LK433_09410
LK433_RS09410	LK433_09415
LK433_RS09415	LK433_09420
LK433_RS09420	LK433_09425
LK433_RS09425	LK433_09430
LK433_RS09430	LK433_09435
LK433_RS09435	LK433_09440
LK433_RS09440	LK433_09445
LK433_RS09445	LK433_09450
LK433_RS09450	LK433_09455
LK433_RS09455	LK433_09460
LK433_RS09460	LK433_09465
LK433_RS09465	LK433_09470
LK433_RS09470	LK433_09475
LK433_RS09475	LK433_09480
LK433_RS09480	LK433_09485
LK433_RS09485	LK433_09490
LK433_RS09490	LK433_09495
LK433_RS09495	LK433_09500
LK433_RS09500	LK433_09505
LK433_RS09505	LK433_09510
LK433_RS09510	LK433_09515
LK433_RS09515	LK433_09520
LK433_RS09520	LK433_09525
LK433_RS09525	LK433_09530
LK433_RS09530	LK433_09535
LK433_RS09535	LK433_09540
LK433_RS09540	LK433_09545
LK433_RS09545	LK433_09550
LK433_RS09550	LK433_09555
LK433_RS09555	LK433_09560
LK433_RS09560	LK433_09565
LK433_RS09565	LK433_09570
LK433_RS09570	LK433_09575
LK433_RS09575	LK433_09580
LK433_RS09580	LK433_09585
LK433_RS09585	LK433_09590
LK433_RS09590	LK433_09595
LK433_RS09595	LK433_09600
LK433_RS09600	LK433_09605
LK433_RS09605	LK433_09610
LK433_RS09610	LK433_09615
LK433_RS09615	LK433_09620
LK433_RS09620	LK433_09625
LK433_RS09625	LK433_09630
LK433_RS09630	LK433_09635
LK433_RS09635	LK433_09640
LK433_RS09640	LK433_09645
LK433_RS09645	LK433_09650
LK433_RS09650	LK433_09655
LK433_RS09655	LK433_09660
LK433_RS09660	LK433_09665
LK433_RS09665	LK433_09670
LK433_RS09670	LK433_09675
LK433_RS09675	LK433_09680
LK433_RS09680	LK433_09685
LK433_RS09685	LK433_09690
LK433_RS09690	LK433_09695
LK433_RS09695	LK433_09700
LK433_RS09700	LK433_09705
LK433_RS09705	LK433_09710
LK433_RS09710	LK433_09715
LK433_RS09715	LK433_09720
LK433_RS09720	LK433_09725
LK433_RS09725	LK433_09730
LK433_RS09730	LK433_09735
LK433_RS09735	LK433_09740
LK433_RS09740	LK433_09745
LK433_RS09745	LK433_09750
LK433_RS09750	LK433_09755
LK433_RS09755	LK433_09760
LK433_RS09760	LK433_09765
LK433_RS09765	LK433_09770
LK433_RS09770	LK433_09775
LK433_RS09775	LK433_09780
LK433_RS09780	LK433_09785
LK433_RS09785	LK433_09790
LK433_RS09790	LK433_09795
LK433_RS09795	LK433_09800
LK433_RS09800	LK433_09805
LK433_RS09805	LK433_09810
LK433_RS09810	LK433_09815
LK433_RS09815	LK433_09820
LK433_RS09820	LK433_09825
LK433_RS09825	LK433_09830
LK433_RS09830	LK433_09835
LK433_RS09835	LK433_09840
LK433_RS09840	LK433_09845
LK433_RS09845	LK433_09850
LK433_RS09850	LK433_09855
LK433_RS09855	LK433_09860
LK433_RS09860	LK433_09865
LK433_RS09865	LK433_09870
LK433_RS09870	LK433_09875
LK433_RS09875	LK433_09880
LK433_RS09880	LK433_09885
LK433_RS09885	LK433_09890
LK433_RS09890	LK433_09895
LK433_RS09895	LK433_09900
LK433_RS09900	LK433_09905
LK433_RS09905	LK433_09910
LK433_RS09910	LK433_09915
LK433_RS09915	LK433_09920
LK433_RS09920	LK433_09925
LK433_RS09925	LK433_09930
LK433_RS09930	LK433_09935
LK433_RS09935	LK433_09940
LK433_RS09940	LK433_09945
LK433_RS09945	LK433_09950
LK433_RS09950	LK433_09955
LK433_RS09955	LK433_09960
LK433_RS09960	LK433_09965
LK433_RS09965	LK433_09970
LK433_RS09970	LK433_09975
LK433_RS09975	LK433_09980
LK433_RS09980	LK433_09985
LK433_RS09985	LK433_09990
LK433_RS09990	LK433_09995
LK433_RS09995	LK433_10000
LK433_RS10000	LK433_10005
LK433_RS10005	LK433_10010
LK433_RS10010	LK433_10015
LK433_RS10015	LK433_10020
LK433_RS10020	LK433_10025
LK433_RS10025	LK433_10030
LK433_RS10030	LK433_10035
LK433_RS10035	LK433_10040
LK433_RS10040	LK433_10045
LK433_RS10045	LK433_10050
LK433_RS10050	LK433_10055
LK433_RS10055	LK433_10060
LK433_RS10060	LK433_10065
LK433_RS10065	LK433_10070
LK433_RS10070	LK433_10075
LK433_RS10075	LK433_10080
LK433_RS10080	LK433_10085
LK433_RS10085	LK433_10090
LK433_RS10090	LK433_10095
LK433_RS10095	LK433_10100
LK433_RS10100	LK433_10105
LK433_RS10105	LK433_10110
LK433_RS10110	LK433_10115
LK433_RS10115	LK433_10120
LK433_RS10120	LK433_10125
LK433_RS10125	LK433_10130
LK433_RS10130	LK433_10135
LK433_RS10135	LK433_10140
LK433_RS10140	LK433_10145
LK433_RS10145	LK433_10150
LK433_RS10150	LK433_10155
LK433_RS10155	LK433_10160
LK433_RS10160	LK433_10165
LK433_RS10165	LK433_10170
LK433_RS10170	LK433_10175
LK433_RS10175	LK433_10180
LK433_RS10180	LK433_10185
LK433_RS10185	LK433_10190
LK433_RS10190	LK433_10195
LK433_RS10195	LK433_10200
LK433_RS10200	LK433_10205
LK433_RS10205	LK433_10210
LK433_RS10210	LK433_10215
LK433_RS10215	LK433_10220
LK433_RS10220	LK433_10225
LK433_RS10225	LK433_10230
LK433_RS10230	LK433_10235
LK433_RS10235	LK433_10240
LK433_RS10240	LK433_10245
LK433_RS10245	LK433_10250
LK433_RS10250	LK433_10255
LK433_RS10255	LK433_10260
LK433_RS10260	LK433_10265
LK433_RS10265	LK433_10270
LK433_RS10270	LK433_10275
LK433_RS10275	LK433_10280
LK433_RS10280	LK433_10285
LK433_RS10285	LK433_10290
LK433_RS10290	LK433_10295
LK433_RS10295	LK433_10300
LK433_RS10300	LK433_10305
LK433_RS10305	LK433_10310
LK433_RS10310	LK433_10315
LK433_RS10315	LK433_10320
LK433_RS10320	LK433_10325
LK433_RS10325	LK433_10330
LK433_RS10330	LK433_10335
LK433_RS10335	LK433_10340
LK433_RS10340	LK433_10345
LK433_RS10345	LK433_10350
LK433_RS10350	LK433_10355
LK433_RS10355	LK433_10360
LK433_RS10360	LK433_10365
LK433_RS10365	LK433_10370
LK433_RS10370	LK433_10375
LK433_RS10375	LK433_10380
LK433_RS10380	LK433_10385
LK433_RS10385	LK433_10390
LK433_RS10390	LK433_10395
LK433_RS10395	LK433_10400
LK433_RS10400	LK433_10405
LK433_RS10405	LK433_10410
LK433_RS10410	LK433_10415
LK433_RS10415	LK433_10420
LK433_RS10420	LK433_10425
LK433_RS10425	LK433_10430
LK433_RS10430	LK433_10435
LK433_RS10435	LK433_10440
LK433_RS10440	LK433_10445
LK433_RS10445	LK433_10450
LK433_RS10450	LK433_10455
LK433_RS10455	LK433_10460
LK433_RS10460	LK433_10465
LK433_RS10465	LK433_10470
LK433_RS10470	LK433_10475
LK433_RS10475	LK433_10480
LK433_RS10480	LK433_10485
LK433_RS10485	LK433_10490
LK433_RS10490	LK433_10495
LK433_RS10495	LK433_10500
LK433_RS10500	LK433_10505
LK433_RS10505	LK433_10510
LK433_RS10510	LK433_10515
LK433_RS10515	LK433_10520
LK433_RS10520	LK433_10525
LK433_RS10525	LK433_10530
LK433_RS10530	LK433_10535
LK433_RS10535	LK433_10540
LK433_RS10540	LK433_10545
LK433_RS10545	LK433_10550
LK433_RS10550	LK433_10555
LK433_RS10555	LK433_10560
LK433_RS10560	LK433_10565
LK433_RS10565	LK433_10570
LK433_RS10570	LK433_10575
LK433_RS10575	LK433_10580
LK433_RS10580	LK433_10585
LK433_RS10585	LK433_10590
LK433_RS10590	LK433_10595
LK433_RS10595	LK433_10600
LK433_RS10600	LK433_10605
LK433_RS10605	LK433_10610
LK433_RS10610	LK433_10615
LK433_RS10615	LK433_10620
LK433_RS10620	LK433_10625
LK433_RS10625	LK433_10630
LK433_RS10630	LK433_10635
LK433_RS10635	LK433_10640
LK433_RS10640	LK433_10645
LK433_RS10645	LK433_10650
LK433_RS10650	LK433_10655
LK433_RS10655	LK433_10660
LK433_RS10660	LK433_10665
LK433_RS10665	LK433_10670
LK433_RS10670	LK433_10675
LK433_RS10675	LK433_10680
LK433_RS10680	LK433_10685
LK433_RS10685	LK433_10690
LK433_RS10690	LK433_10695
LK433_RS10695	LK433_10700
LK433_RS10700	LK433_10705
LK433_RS10705	LK433_10710
LK433_RS10710	LK433_10715
LK433_RS10715	LK433_10720
LK433_RS10720	LK433_10725
LK433_RS10725	LK433_10730
LK433_RS10730	LK433_10735
LK433_RS10735	LK433_10740
LK433_RS10740	LK433_10745
LK433_RS10745	LK433_10750
LK433_RS10750	LK433_10755
LK433_RS10755	LK433_10760
LK433_RS10760	LK433_10765
LK433_RS10765	LK433_10770
LK433_RS10770	LK433_10775
LK433_RS10775	LK433_10780
LK433_RS10780	LK433_10785
LK433_RS10785	LK433_10790
LK433_RS10790	LK433_10795
LK433_RS10795	LK433_10800
LK433_RS10800	LK433_10805
LK433_RS10805	LK433_10810
LK433_RS10810	LK433_10815
LK433_RS10815	LK433_10820
LK433_RS10820	LK433_10825
LK433_RS10825	LK433_10830
LK433_RS10830	LK433_10835
LK433_RS10835	LK433_10840
LK433_RS10840	LK433_10845
LK433_RS10845	LK433_10850
LK433_RS10850	LK433_10855
LK433_RS10855	LK433_10860
LK433_RS10860	LK433_10865
LK433_RS10865	LK433_10870
LK433_RS10870	LK433_10875
LK433_RS10875	LK433_10880
LK433_RS10880	LK433_10885
LK433_RS10885	LK433_10890
LK433_RS10890	LK433_10895
LK433_RS10895	LK433_10900
LK433_RS10900	LK433_10905
LK433_RS10905	LK433_10910
LK433_RS10910	LK433_10915
LK433_RS10915	LK433_10920
LK433_RS10920	LK433_10925
LK433_RS10925	LK433_10930
LK433_RS10930	LK433_10935
LK433_RS10935	LK433_10940
LK433_RS10940	LK433_10945
LK433_RS10945	LK433_10950
LK433_RS10950	LK433_10955
LK433_RS10955	LK433_10960
LK433_RS10960	LK433_10965
LK433_RS10965	LK433_10970
LK433_RS10970	LK433_10975
LK433_RS10975	LK433_10980
LK433_RS10980	LK433_10985
LK433_RS10985	LK433_10990
LK433_RS10990	LK433_10995
LK433_RS10995	LK433_11000
LK433_RS11000	LK433_11005
LK433_RS11005	LK433_11010
LK433_RS11010	LK433_11015
LK433_RS11015	LK433_11020
LK433_RS11020	LK433_11025
LK433_RS11025	LK433_11030
LK433_RS11030	LK433_11035
LK433_RS11035	LK433_11040
LK433_RS11040	LK433_11045
LK433_RS11045	LK433_11050
LK433_RS11050	LK433_11055
LK433_RS11055	LK433_11060
LK433_RS11060	LK433_11065
LK433_RS11065	LK433_11070
LK433_RS11070	LK433_11075
LK433_RS11075	LK433_11080
LK433_RS11080	LK433_11085
LK433_RS11085	LK433_11090
LK433_RS11090	LK433_11095
LK433_RS11095	LK433_11100
LK433_RS11100	LK433_11105
LK433_RS11105	LK433_11110
LK433_RS11110	LK433_11115
LK433_RS11115	LK433_11120
LK433_RS11120	LK433_11125
LK433_RS11125	LK433_11130
LK433_RS11130	LK433_11135
LK433_RS11135	LK433_11140
LK433_RS11140	LK433_11145
LK433_RS11145	LK433_11150
LK433_RS11150	LK433_11155
LK433_RS11155	LK433_11160
LK433_RS11160	LK433_11165
LK433_RS11165	LK433_11170
LK433_RS11170	LK433_11175
LK433_RS11175	LK433_11180
LK433_RS11180	LK433_11185
LK433_RS11185	LK433_11190
LK433_RS11190	LK433_11195
LK433_RS11195	LK433_11200
LK433_RS11200	LK433_11205
LK433_RS11205	LK433_11210
LK433_RS11210	LK433_11215
LK433_RS11215	LK433_11220
LK433_RS11220	LK433_11225
LK433_RS11225	LK433_11230
LK433_RS11230	LK433_11235
LK433_RS11235	LK433_11240
LK433_RS11240	LK433_11245
LK433_RS11245	LK433_11250
LK433_RS11250	LK433_11255
LK433_RS11255	LK433_11260
LK433_RS11260	LK433_11265
LK433_RS11265	LK433_11270
LK433_RS11270	LK433_11275
LK433_RS11275	LK433_11280
LK433_RS11280	LK433_11285
LK433_RS11285	LK433_11290
LK433_RS11290	LK433_11295
LK433_RS11295	LK433_11300
LK433_RS11300	LK433_11305
LK433_RS11305	LK433_11310
LK433_RS11310	LK433_11315
LK433_RS11315	LK433_11320
LK433_RS11320	LK433_11325
LK433_RS11325	LK433_11330
LK433_RS11330	LK433_11335
LK433_RS11335	LK433_11340
LK433_RS11340	LK433_11345
LK433_RS11345	LK433_11350
LK433_RS11350	LK433_11355
LK433_RS11355	LK433_11360
LK433_RS11360	LK433_11365
LK433_RS11365	LK433_11370
LK433_RS11370	LK433_11375
LK433_RS11375	LK433_11380
LK433_RS11380	LK433_11385
LK433_RS11385	LK433_11390
LK433_RS11390	LK433_11395
LK433_RS11395	LK433_11400
LK433_RS11400	LK433_11405
LK433_RS11405	LK433_11410
LK433_RS11410	LK433_11415
LK433_RS11415	LK433_11420
LK433_RS11420	LK433_11425
LK433_RS11425	LK433_11430
LK433_RS11430	LK433_11435
LK433_RS11435	LK433_11440
LK433_RS11440	LK433_11445
LK433_RS11445	LK433_11450
LK433_RS11450	LK433_11455
LK433_RS11455	LK433_11460
LK433_RS11460	LK433_11465
LK433_RS11465	LK433_11470
LK433_RS11470	LK433_11475
LK433_RS11475	LK433_11480
LK433_RS11480	LK433_11485
LK433_RS11485	LK433_11490
LK433_RS11490	LK433_11495
LK433_RS11495	LK433_11500
LK433_RS11500	LK433_11505
LK433_RS11505	LK433_11510
LK433_RS11510	LK433_11515
LK433_RS11515	LK433_11520
LK433_RS11520	LK433_11525
LK433_RS11525	LK433_11530
LK433_RS11530	LK433_11535
LK433_RS11535	LK433_11540
LK433_RS11540	LK433_11545
LK433_RS11545	LK433_11550
LK433_RS11550	LK433_11555
LK433_RS11555	LK433_11560
LK433_RS11560	LK433_11565
LK433_RS11565	LK433_11570
LK433_RS11570	LK433_11575
LK433_RS11575	LK433_11580
LK433_RS11580	LK433_11585
LK433_RS11585	LK433_11590
LK433_RS11590	LK433_11595
LK433_RS11595	LK433_11600
LK433_RS11600	LK433_11605
LK433_RS11605	LK433_11610
LK433_RS11610	LK433_11615
LK433_RS11615	LK433_11620
LK433_RS11620	LK433_11625
LK433_RS11625	LK433_11630
LK433_RS11630	LK433_11635
LK433_RS11635	LK433_11640
LK433_RS11640	LK433_11645
LK433_RS11645	LK433_11650
LK433_RS11650	LK433_11655
LK433_RS11655	LK433_11660
LK433_RS11660	LK433_11665
LK433_RS11665	LK433_11670
LK433_RS11670	LK433_11675
LK433_RS11675	LK433_11680
LK433_RS11680	LK433_11685
LK433_RS11685	LK433_11690
LK433_RS11690	LK433_11695
LK433_RS11695	LK433_11700
LK433_RS11700	LK433_11705
LK433_RS11705	LK433_11710
LK433_RS11710	LK433_11715
LK433_RS11715	LK433_11720
LK433_RS11720	LK433_11725
LK433_RS11725	LK433_11730
LK433_RS11730	LK433_11735
LK433_RS11735	LK433_11740
LK433_RS11740	LK433_11745
LK433_RS11745	LK433_11750
LK433_RS11750	LK433_11755
LK433_RS11755	LK433_11760
LK433_RS11760	LK433_11765
LK433_RS11765	LK433_11770
LK433_RS11770	LK433_11775
LK433_RS11775	LK433_11780
LK433_RS11780	LK433_11785
LK433_RS11785	LK433_11790
LK433_RS11790	LK433_11795
LK433_RS11795	LK433_11800
LK433_RS11800	LK433_11805
LK433_RS11805	LK433_11810
LK433_RS11810	LK433_11815
LK433_RS11815	LK433_11820
LK433_RS11820	LK433_11825
LK433_RS11825	LK433_11830
LK433_RS11830	LK433_11835
LK433_RS11835	LK433_11840
LK433_RS11840	LK433_11845
LK433_RS11845	LK433_11850
LK433_RS11850	LK433_11855
LK433_RS11855	LK433_11860
LK433_RS11860	LK433_11865
LK433_RS11865	LK433_11870
LK433_RS11870	LK433_11875
LK433_RS11875	LK433_11880
LK433_RS11880	LK433_11885
LK433_RS11885	LK433_11890
LK433_RS11890	LK433_11895
LK433_RS11895	LK433_11900
LK433_RS11900	LK433_11905
LK433_RS11905	LK433_11910
LK433_RS11910	LK433_11915
LK433_RS11915	LK433_11920
LK433_RS11920	LK433_11925
LK433_RS11925	LK433_11930
LK433_RS11930	LK433_11935
LK433_RS11935	LK433_11940
LK433_RS11940	LK433_11945
LK433_RS11945	LK433_11950
LK433_RS11950	LK433_11955
LK433_RS11955	LK433_11960
LK433_RS11960	LK433_11965
LK433_RS11965	LK433_11970
LK433_RS11970	LK433_11975
LK433_RS11975	LK433_11980
LK433_RS11980	LK433_11985
LK433_RS11985	LK433_11990
LK433_RS11990	LK433_11995
LK433_RS11995	LK433_12000
LK433_RS12000	LK433_12005
LK433_RS12005	LK433_12010
LK433_RS12010	LK433_12015
LK433_RS12015	LK433_12020
LK433_RS12020	LK433_12025
LK433_RS12025	LK433_12030
LK433_RS12030	LK433_12035
LK433_RS12035	LK433_12040
LK433_RS12040	LK433_12045
LK433_RS12045	LK433_12050
LK433_RS12050	LK433_12055
LK433_RS12055	LK433_12060
LK433_RS12060	LK433_12065
LK433_RS12065	LK433_12070
LK433_RS12070	LK433_12075
LK433_RS12075	LK433_12080
LK433_RS12080	LK433_12085
LK433_RS12085	LK433_12090
LK433_RS12090	LK433_12095
LK433_RS12095	LK433_12100
LK433_RS12100	LK433_12105
LK433_RS12105	LK433_12110
LK433_RS12110	LK433_12115
LK433_RS12115	LK433_12120
LK433_RS12120	LK433_12125
LK433_RS12125	LK433_12130
LK433_RS12130	LK433_12135
LK433_RS12135	LK433_12140
LK433_RS12140	LK433_12145
LK433_RS12145	LK433_12150
LK433_RS12150	LK433_12155
LK433_RS12155	LK433_12160
LK433_RS12160	LK433_12165
LK433_RS12165	LK433_12170
LK433_RS12170	LK433_12175
LK433_RS12175	LK433_12180
LK433_RS12180	LK433_12185
LK433_RS12185	LK433_12190
LK433_RS12190	LK433_12195
LK433_RS12195	LK433_12200
LK433_RS12200	LK433_12205
LK433_RS12205	LK433_12210
LK433_RS12210	LK433_12215
LK433_RS12215	LK433_12220
LK433_RS12220	LK433_12225
LK433_RS12225	LK433_12230
LK433_RS12230	LK433_12235
LK433_RS12235	LK433_12240
LK433_RS12240	LK433_12245
LK433_RS12245	LK433_12250
LK433_RS12250	LK433_12255
LK433_RS12255	LK433_12260
LK433_RS12260	LK433_12265
LK433_RS12265	LK433_12270
LK433_RS12270	LK433_12275
LK433_RS12275	LK433_12280
LK433_RS12280	LK433_12285
LK433_RS12285	LK433_12290
LK433_RS12290	LK433_12295
LK433_RS12295	LK433_12300
LK433_RS12300	LK433_12305
LK433_RS12305	LK433_12310
LK433_RS12310	LK433_12315
LK433_RS12315	LK433_12320
LK433_RS12320	LK433_12325
LK433_RS12325	LK433_12330
LK433_RS12330	LK433_12335
LK433_RS12335	LK433_12340
LK433_RS12340	LK433_12345
LK433_RS12345	LK433_12350
LK433_RS12350	LK433_12355
LK433_RS12355	LK433_12360
LK433_RS12360	LK433_12365
LK433_RS12365	LK433_12370
LK433_RS12370	LK433_12375
LK433_RS12375	LK433_12380
LK433_RS12380	LK433_12385
LK433_RS12385	LK433_12390
LK433_RS12390	LK433_12395
LK433_RS12395	LK433_12400
LK433_RS12400	LK433_12405
LK433_RS12405	LK433_12410
LK433_RS12410	LK433_12415
LK433_RS12415	LK433_12420
LK433_RS12420	LK433_12425
LK433_RS12425	LK433_12430
LK433_RS12430	LK433_12435
LK433_RS12435	LK433_12440
LK433_RS12440	LK433_12445
LK433_RS12445	LK433_12450
LK433_RS12450	LK433_12455
LK433_RS12455	LK433_12460
LK433_RS12460	LK433_12465
LK433_RS12465	LK433_12470
LK433_RS12470	LK433_12475
LK433_RS12475	LK433_12480
LK433_RS12480	LK433_12485
LK433_RS12485	LK433_12490
LK433_RS12490	LK433_12495
LK433_RS12495	LK433_12500
LK433_RS12500	LK433_12505
LK433_RS12505	LK433_12510
LK433_RS12510	LK433_12515
LK433_RS12515	LK433_12520
LK433_RS12520	LK433_12525
LK433_RS12525	LK433_12530
LK433_RS12530	LK433_12535
LK433_RS12535	LK433_12540
LK433_RS12540	LK433_12545
LK433_RS12545	LK433_12550
LK433_RS12550	LK433_12555
LK433_RS12555	LK433_12560
LK433_RS12560	LK433_12565
LK433_RS12565	LK433_12570
LK433_RS12570	LK433_12575
LK433_RS12575	LK433_12580
LK433_RS12580	LK433_12585
LK433_RS12585	LK433_12590
LK433_RS12590	LK433_12595
LK433_RS12595	LK433_12600
LK433_RS12600	LK433_12605
LK433_RS12605	LK433_12610
LK433_RS12610	LK433_12615
LK433_RS12615	LK433_12620
LK433_RS12620	LK433_12625
LK433_RS12625	LK433_12630
LK433_RS12630	LK433_12635
LK433_RS12635	LK433_12640
LK433_RS12640	LK433_12645
LK433_RS12645	LK433_12650
LK433_RS12650	LK433_12655
LK433_RS12655	LK433_12660
LK433_RS12660	LK433_12665
LK433_RS12665	LK433_12670
LK433_RS12670	LK433_12675
LK433_RS12675	LK433_12680
LK433_RS12680	LK433_12685
LK433_RS12685	LK433_12690
LK433_RS12690	LK433_12695
LK433_RS12695	LK433_12700
LK433_RS12700	LK433_12705
LK433_RS12705	LK433_12710
LK433_RS12710	LK433_12715
LK433_RS12715	LK433_12720
LK433_RS12720	LK433_12725
LK433_RS12725	LK433_12730
LK433_RS12730	LK433_12735
LK433_RS12735	LK433_12740
LK433_RS12740	LK433_12745
LK433_RS12745	LK433_12750
LK433_RS12750	LK433_12755
LK433_RS12755	LK433_12760
LK433_RS12760	LK433_12765
LK433_RS12765	LK433_12770
LK433_RS12770	LK433_12775
LK433_RS12775	LK433_12780
LK433_RS12780	LK433_12785
LK433_RS12785	LK433_12790
LK433_RS12790	LK433_12795
LK433_RS12795	LK433_12800
LK433_RS12800	LK433_12805
LK433_RS12805	LK433_12810
LK433_RS12810	LK433_12815
LK433_RS12815	LK433_12820
LK433_RS12820	LK433_12825
LK433_RS12825	LK433_12830
LK433_RS12830	LK433_12835
LK433_RS12835	LK433_12840
LK433_RS12840	LK433_12845
LK433_RS12845	LK433_12850
LK433_RS12850	LK433_12855
LK433_RS12855	LK433_12860
LK433_RS12860	LK433_12865
LK433_RS12865	LK433_12870
LK433_RS12870	LK433_12875
LK433_RS12875	LK433_12880
LK433_RS12880	LK433_12885
LK433_RS12885	LK433_12890
LK433_RS12890	LK433_12895
LK433_RS12895	LK433_12900
LK433_RS12900	LK433_12905
LK433_RS12905	LK433_12910
LK433_RS12910	LK433_12915
LK433_RS12915	LK433_12920
LK433_RS12920	LK433_12925
LK433_RS12925	LK433_12930
LK433_RS12930	LK433_12935
LK433_RS12935	LK433_12940
LK433_RS12940	LK433_12945
LK433_RS12945	LK433_12950
LK433_RS12950	LK433_12955
LK433_RS12955	LK433_12960
LK433_RS12960	LK433_12965
LK433_RS12965	LK433_12970
LK433_RS12970	LK433_12975
LK433_RS12975	LK433_12980
LK433_RS12980	LK433_12985
LK433_RS12985	LK433_12990
LK433_RS12990	LK433_12995
LK433_RS12995	LK433_13000
LK433_RS13000	LK433_13005
LK433_RS13005	LK433_13010
LK433_RS13010	LK433_13015
LK433_RS13015	LK433_13020
LK433_RS13020	LK433_13025
LK433_RS13025	LK433_13030
LK433_RS13030	LK433_13035
LK433_RS13035	LK433_13040
LK433_RS13040	LK433_13045
LK433_RS13045	LK433_13050
LK433_RS13055	LK433_13055
LK433_RS13060	LK433_13060
LK433_RS13065	LK433_13065
LK433_RS13070	LK433_13070
LK433_RS13075	LK433_13075
LK433_RS13080	LK433_13080
LK433_RS13085	LK433_13085
LK433_RS13090	LK433_13090
LK433_RS13095	LK433_13095
LK433_RS13100	LK433_13100
LK433_RS13105	LK433_13105
LK433_RS13110	LK433_13110
LK433_RS13115	LK433_13115
