"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"LK433_RS00650",-1.06539567392283,9.21435640738933,107.774040685558,9.1546850505374e-15,9.41576310568235e-13,"LK433_RS00650","LK433_RS00650"
"LK433_RS07390",-1.13180281350556,8.58287261214358,106.28533171138,1.18882701190565e-14,1.17710027248894e-12,"LK433_RS07390","LK433_RS07390"
"LK433_RS08715",-0.904896765971989,9.66085442657014,105.968443823624,1.25721142735117e-14,1.17710027248894e-12,"LK433_RS08715","LK433_RS08715"
"LK433_RS12220",-1.09033447610635,8.3865654519612,105.903934817374,1.2716243491058e-14,1.17710027248894e-12,"LK433_RS12220","LK433_RS12220"
"LK433_RS07840",-0.911939170925738,9.72684871660707,105.614581169073,1.33840857491437e-14,1.19895503630232e-12,"LK433_RS07840","LK433_RS07840"
"LK433_RS13025",-0.690768237829289,11.3264703206984,104.721756492622,1.56831836097206e-14,1.36100627763106e-12,"LK433_RS13025","LK433_RS13025"
"LK433_RS02835",0.915518996701965,10.3369476688416,102.951281860119,2.15328402813998e-14,1.81202113519537e-12,"LK433_RS02835","LK433_RS02835"
"LK433_RS06290",-0.668653312801098,10.6276976150343,102.193250197785,2.46897334705254e-14,2.01657028963674e-12,"LK433_RS06290","LK433_RS06290"
"LK433_RS10590",0.638382197473207,11.2970845908201,100.963671210531,3.08676911866703e-14,2.44913081215381e-12,"LK433_RS10590","LK433_RS10590"
"LK433_RS12870",2.00042256140096,6.88524012055974,101.120481145214,6.43390054859467e-14,4.96303939540206e-12,"LK433_RS12870","LK433_RS12870"
"LK433_RS10020",0.915171446599756,8.6349258906087,95.2279954213368,8.95944413410028e-14,6.7244260433504e-12,"LK433_RS10020","LK433_RS10020"
"LK433_RS07165",1.29185085726222,7.8346688569473,94.4020369568056,1.04803567561238e-13,7.65893439783049e-12,"LK433_RS07165","LK433_RS07165"
"LK433_RS10760",1.12775835677279,7.74227089565839,93.0493033023642,1.35743469484567e-13,9.66563114765748e-12,"LK433_RS10760","LK433_RS10760"
"LK433_RS12865",2.22392183860691,6.40198866877962,95.2741955297949,1.44627034626531e-13,1.00407318789469e-11,"LK433_RS12865","LK433_RS12865"
"LK433_RS11425",2.76905213824237,9.41398207782131,187.147190985096,2.30705751211348e-13,1.56260944174125e-11,"LK433_RS11425","LK433_RS11425"
"LK433_RS03320",1.12771673411784,8.51037742130974,89.2707434819008,2.83176930946638e-13,1.87233889818765e-11,"LK433_RS03320","LK433_RS03320"
"LK433_RS11430",-0.615648432583604,11.8815920883234,88.4562610561283,3.32651867031086e-13,2.14831217382634e-11,"LK433_RS11430","LK433_RS11430"
"LK433_RS06285",-0.60757302143233,11.7377627836898,84.8707094954784,6.83372050271657e-13,4.3130095081918e-11,"LK433_RS06285","LK433_RS06285"
"LK433_RS02595",0.603975128439963,11.0078938339175,83.2406286721233,9.53829700810952e-13,5.88618906478226e-11,"LK433_RS02595","LK433_RS02595"
"LK433_RS10980",0.743116198000996,9.93357319179067,81.4777787593123,1.37410642065159e-12,8.29542071771622e-11,"LK433_RS10980","LK433_RS10980"
"LK433_RS05415",1.2820468853612,7.40259011476318,80.8135700964623,1.57867414240568e-12,9.32761296480974e-11,"LK433_RS05415","LK433_RS05415"
"LK433_RS02515",1.77553085150786,7.4895180204127,90.3930638189482,3.00147624829479e-12,1.66145238227676e-10,"LK433_RS02515","LK433_RS02515"
"LK433_RS03570",-0.680199020267487,10.2535521215808,77.7037297410144,3.05128093252124e-12,1.66145238227676e-10,"LK433_RS03570","LK433_RS03570"
"LK433_RS07665",-1.44066717127897,7.28782260093284,77.7789547146689,3.00248127711542e-12,1.66145238227676e-10,"LK433_RS07665","LK433_RS07665"
"LK433_RS12890",1.14569081330747,8.00847191686378,77.8088558099858,2.98330902350509e-12,1.66145238227676e-10,"LK433_RS12890","LK433_RS12890"
"LK433_RS14455",-0.772752992875084,9.15931803164721,75.5119346555501,4.90075408210071e-12,2.6171911703834e-10,"LK433_RS14455","LK433_RS14455"
"LK433_RS00730",0.790648322358885,9.53700419668217,74.3505532675689,6.31994654706258e-12,3.31141350211185e-10,"LK433_RS00730","LK433_RS00730"
"LK433_RS02475",-0.954629236068608,8.24174394463335,73.7348564004092,7.23890446345622e-12,3.65498867182144e-10,"LK433_RS02475","LK433_RS02475"
"LK433_RS08695",-0.961477982123999,9.30435577581363,74.5154713121235,7.15760337611923e-12,3.65498867182144e-10,"LK433_RS08695","LK433_RS08695"
"LK433_RS08895",0.614364447542762,12.1916982793348,72.8999853329,8.71114023326718e-12,4.31979221924695e-10,"LK433_RS08895","LK433_RS08895"
"LK433_RS06595",0.746549513474434,9.88795310540828,72.1061576953464,1.03995730555482e-11,5.06659901320306e-10,"LK433_RS06595","LK433_RS06595"
"LK433_RS10125",0.805434881928918,9.04249234009545,71.6282465098258,1.15762991210421e-11,5.54265218260928e-10,"LK433_RS10125","LK433_RS10125"
"LK433_RS11720",-0.77878229501228,9.58565243127157,70.0036406676925,1.67169946342402e-11,7.86832103377714e-10,"LK433_RS11720","LK433_RS11720"
"LK433_RS08655",1.10044225548448,8.27126971280009,68.1565533758349,2.70134739760188e-11,1.2502736205234e-09,"LK433_RS08655","LK433_RS08655"
"LK433_RS10000",0.65893236865382,10.2495910658256,67.2008745715151,3.18751534712892e-11,1.45110329819295e-09,"LK433_RS10000","LK433_RS10000"
"LK433_RS10350",1.29688344601284,7.3618646530685,66.6881111686554,3.59279019795978e-11,1.60922231931199e-09,"LK433_RS10350","LK433_RS10350"
"LK433_RS10050",0.814599512117211,8.9562555039981,65.5106325748113,4.73843451849481e-11,2.08867185045398e-09,"LK433_RS10050","LK433_RS10050"
"LK433_RS14445",-0.972276610613249,8.50118011509132,64.1808648953611,6.49854871123953e-11,2.81976090173628e-09,"LK433_RS14445","LK433_RS14445"
"LK433_RS03580",-0.87075962364434,8.87807104655963,63.8391388022016,7.05210680881876e-11,3.01287701662919e-09,"LK433_RS03580","LK433_RS03580"
"LK433_RS08690",-0.852605602653445,9.69346429754536,64.9322700867343,8.89582550202417e-11,3.74298597259411e-09,"LK433_RS08690","LK433_RS08690"
"LK433_RS03575",-0.901712357605745,8.74124107259031,62.1733437938642,1.0540699665631e-10,4.36888402559065e-09,"LK433_RS03575","LK433_RS03575"
"LK433_RS13110",1.2085572914594,7.50752919590026,60.6978023779514,1.51213159442717e-10,6.17527858488858e-09,"LK433_RS13110","LK433_RS13110"
"LK433_RS02140",0.706853958677215,9.82754805823754,60.4418032292996,1.6105906074861e-10,6.48204364781002e-09,"LK433_RS02140","LK433_RS02140"
"LK433_RS02830",0.727603307125602,8.87531899377694,59.6354132602191,1.96645245571167e-10,7.80119781358757e-09,"LK433_RS02830","LK433_RS02830"
"LK433_RS05410",0.624902107925613,9.77923997242994,58.2843583078229,2.75633627491747e-10,1.0780768782318e-08,"LK433_RS05410","LK433_RS05410"
"LK433_RS03090",1.50796814415423,7.26519367823299,63.1019178308748,2.79773714329441e-10,1.07907167318453e-08,"LK433_RS03090","LK433_RS03090"
"LK433_RS05100",1.08355830280119,7.18000576877225,58.0313214939578,2.93761167624224e-10,1.11749967464722e-08,"LK433_RS05100","LK433_RS05100"
"LK433_RS11750",-0.661610741394678,10.2132463909796,57.946924459295,3.00078355974005e-10,1.12610485748623e-08,"LK433_RS11750","LK433_RS11750"
"LK433_RS08885",0.70060947674516,9.13965798348533,57.8573575490203,3.06936566619077e-10,1.13648379400157e-08,"LK433_RS08885","LK433_RS08885"
"LK433_RS02590",0.620857042319309,9.50765502162217,57.5771109537446,3.29462956258041e-10,1.20384030201129e-08,"LK433_RS02590","LK433_RS02590"
"LK433_RS10940",0.443174558065834,11.8026444149434,57.5251572922849,3.33823714017654e-10,1.20393305691822e-08,"LK433_RS10940","LK433_RS10940"
"LK433_RS02145",0.693562821780034,10.2757052782021,57.0233488725448,3.96671551178081e-10,1.41225243284812e-08,"LK433_RS02145","LK433_RS02145"
"LK433_RS02930",-0.490121747641518,11.9652807857584,56.6370690567705,4.18358052397637e-10,1.47060798925093e-08,"LK433_RS02930","LK433_RS02930"
"LK433_RS03095",1.93463942000431,5.27102236795026,56.3959026361529,4.4494409349002e-10,1.54451218452723e-08,"LK433_RS03095","LK433_RS03095"
"LK433_RS05625",0.859064985562494,8.53661828984779,56.2398813045817,4.63070611522083e-10,1.56822815633759e-08,"LK433_RS05625","LK433_RS05625"
"LK433_RS09040",-0.773232995983503,8.5727071331006,56.2488133059255,4.62012539534379e-10,1.56822815633759e-08,"LK433_RS09040","LK433_RS09040"
"LK433_RS02625",1.21770456258169,6.84901482003668,56.0427396917415,4.87073809821079e-10,1.62964333719655e-08,"LK433_RS02625","LK433_RS02625"
"LK433_RS00460",-0.536895360519603,10.5735905186885,54.4447825474826,7.36146797620853e-10,2.43366625832513e-08,"LK433_RS00460","LK433_RS00460"
"LK433_RS05620",0.590429429163679,9.4944009063372,53.9742756886384,8.32309279507398e-10,2.71920337552005e-08,"LK433_RS05620","LK433_RS05620"
"LK433_RS11440",-0.81490293523271,7.96113820235869,53.2221775008602,1.013919305494e-09,3.27401617599632e-08,"LK433_RS11440","LK433_RS11440"
"LK433_RS08710",-0.979412204799637,8.15518387665868,53.0741244946322,1.05426208804511e-09,3.3632927652218e-08,"LK433_RS08710","LK433_RS08710"
"LK433_RS10135",0.829060830100218,8.13000565992085,53.0328965855819,1.06578956910162e-09,3.3632927652218e-08,"LK433_RS10135","LK433_RS10135"
"LK433_RS11140",0.623772030370334,9.16951247917655,52.4868463284784,1.23139563220147e-09,3.84223109058818e-08,"LK433_RS11140","LK433_RS11140"
"LK433_RS00395",-0.63503353069272,9.19164861016829,51.9179111141659,1.43251034487664e-09,4.42009025302492e-08,"LK433_RS00395","LK433_RS00395"
"LK433_RS02790",0.965636361748944,7.82895418908109,51.6167801753998,1.55244418984278e-09,4.73751375295978e-08,"LK433_RS02790","LK433_RS02790"
"LK433_RS05370",-0.654150827341471,10.8580714226928,52.1729052618339,1.7017660711757e-09,5.13674389092926e-08,"LK433_RS05370","LK433_RS05370"
"LK433_RS10070",0.951958140344419,7.59863876191481,50.8044996962802,1.93066869973005e-09,5.7650182571509e-08,"LK433_RS10070","LK433_RS10070"
"LK433_RS00470",-0.547392643523407,11.2548312153688,50.3449341548317,2.18579606836031e-09,6.38942703351219e-08,"LK433_RS00470","LK433_RS00470"
"LK433_RS07405",1.56027663357847,11.2958120860343,80.7341084441811,2.17068321743321e-09,6.38942703351219e-08,"LK433_RS07405","LK433_RS07405"
"LK433_RS05635",0.657707549218842,8.64714633483911,50.101860083232,2.33462051338127e-09,6.75337621422893e-08,"LK433_RS05635","LK433_RS05635"
"LK433_RS02825",0.455221799229928,10.7452745584149,48.9982482568744,3.15463846739621e-09,9.03137218964874e-08,"LK433_RS02825","LK433_RS02825"
"LK433_RS12260",-0.583347720864766,9.47391060338513,48.8820727981479,3.2568201298293e-09,9.22876479646528e-08,"LK433_RS12260","LK433_RS12260"
"LK433_RS03565",-0.5678816509847,9.52698767360906,48.7777396416105,3.35150752435781e-09,9.40114787388044e-08,"LK433_RS03565","LK433_RS03565"
"LK433_RS06515",0.7929443291109,8.78091155517313,48.6518719000727,3.46954534871031e-09,9.63492743336853e-08,"LK433_RS06515","LK433_RS06515"
"LK433_RS10085",0.658952067328112,9.09153900428264,48.480442185919,3.6372767002145e-09,1.00007102935601e-07,"LK433_RS10085","LK433_RS10085"
"LK433_RS09865",0.967265056894361,7.16607808059259,47.5551975450475,4.69938393388671e-09,1.27943031219641e-07,"LK433_RS09865","LK433_RS09865"
"LK433_RS14485",-0.723602327059141,8.63118488364193,47.387113073244,4.92451672747974e-09,1.32770708273896e-07,"LK433_RS14485","LK433_RS14485"
"LK433_RS07670",-1.45718328962784,10.3135270682097,72.1184959561026,5.76878163516892e-09,1.54037563469847e-07,"LK433_RS07670","LK433_RS07670"
"LK433_RS11145",0.476812077820571,10.1115762121311,46.4453891068782,6.41000841509787e-09,1.69529460654541e-07,"LK433_RS11145","LK433_RS11145"
"LK433_RS00500",-0.520356493841623,11.2278738579102,45.89094440014,7.49508749449196e-09,1.96357150681172e-07,"LK433_RS00500","LK433_RS00500"
"LK433_RS06565",0.582869753484138,9.34514528073211,45.6733171129206,7.97149494864906e-09,2.0688636890092e-07,"LK433_RS06565","LK433_RS06565"
"LK433_RS05130",0.407034323158141,11.4849397507674,45.5351277308616,8.29019118154522e-09,2.11209733129826e-07,"LK433_RS05130","LK433_RS05130"
"LK433_RS12215",-1.16559553632399,8.69987324634408,55.9187975844285,8.21632038245671e-09,2.11209733129826e-07,"LK433_RS12215","LK433_RS12215"
"LK433_RS06950",1.10567973581475,7.08142557882197,45.3554340118605,8.72445710386338e-09,2.20252885249351e-07,"LK433_RS06950","LK433_RS06950"
"LK433_RS11450",-0.716457783629272,8.35554759945886,45.0912999437581,9.40601899730053e-09,2.35252239473141e-07,"LK433_RS11450","LK433_RS11450"
"LK433_RS12050",-0.687666818721549,8.84824972204954,45.0608627590937,9.48802694310113e-09,2.35252239473141e-07,"LK433_RS12050","LK433_RS12050"
"LK433_RS07815",-0.598146780804716,9.19383053656414,44.9565320043014,9.77479353487393e-09,2.40217713684468e-07,"LK433_RS07815","LK433_RS07815"
"LK433_RS04505",0.626370282822593,8.72494103403551,44.8555201482771,1.00609980067727e-08,2.45082381270243e-07,"LK433_RS04505","LK433_RS04505"
"LK433_RS13255",0.695656756279964,8.31764940406332,44.6236051106986,1.07514251680452e-08,2.59623545144883e-07,"LK433_RS13255","LK433_RS13255"
"LK433_RS00245",0.541618333876863,10.2968603178683,44.4893516420344,1.11733638105986e-08,2.67486476741659e-07,"LK433_RS00245","LK433_RS00245"
"LK433_RS02715",1.01944681765843,7.39155212309742,44.3347978477694,1.16804170892393e-08,2.77235198776218e-07,"LK433_RS02715","LK433_RS02715"
"LK433_RS13475",1.08690445501108,6.64209634597066,44.2650185570812,1.19171001612538e-08,2.80455823286457e-07,"LK433_RS13475","LK433_RS13475"
"LK433_RS05745",-0.609754409671716,8.73914558134089,44.2014788074505,1.21369412639271e-08,2.83229293192651e-07,"LK433_RS05745","LK433_RS05745"
"LK433_RS00475",-0.465913623931923,11.8604279738795,43.9643976721811,1.29949975946858e-08,3.00725902670354e-07,"LK433_RS00475","LK433_RS00475"
"LK433_RS11725",-0.646788640958399,10.1242404573284,44.1721139395917,1.33045931095226e-08,3.05345909629292e-07,"LK433_RS11725","LK433_RS11725"
"LK433_RS00035",-0.387887258076292,12.1161495080281,43.2478855733421,1.59911907549763e-08,3.63996202676797e-07,"LK433_RS00035","LK433_RS00035"
"LK433_RS11455",-0.898398161806067,7.64129815063392,43.160061155158,1.64048179961266e-08,3.70375443701168e-07,"LK433_RS11455","LK433_RS11455"
"LK433_RS03655",0.697878722642042,8.90164207830608,43.0734269625057,1.68237069960719e-08,3.75704553404128e-07,"LK433_RS03655","LK433_RS03655"
"LK433_RS11745",-0.644293961851532,9.35633128683474,43.0555652455943,1.69114401064155e-08,3.75704553404128e-07,"LK433_RS11745","LK433_RS11745"
"LK433_RS05365",-1.27633462990083,7.40917300597649,45.84515048425,1.78643378308288e-08,3.93724334573108e-07,"LK433_RS05365","LK433_RS05365"
"LK433_RS12970",0.776949292415217,7.9849753018079,42.6762643715743,1.88907431444652e-08,4.13067667025038e-07,"LK433_RS12970","LK433_RS12970"
"LK433_RS06560",0.953264912222521,10.4622728890619,56.0853605299458,1.95201261736425e-08,4.23495237376602e-07,"LK433_RS06560","LK433_RS06560"
"LK433_RS06690",0.481266078505869,11.3315089102992,42.01497075085,2.29358040126843e-08,4.93742075528871e-07,"LK433_RS06690","LK433_RS06690"
"LK433_RS00515",-0.400118501526701,13.4195519013239,41.9826305225582,2.31552785701519e-08,4.94632373763936e-07,"LK433_RS00515","LK433_RS00515"
"LK433_RS11605",0.602808251784845,8.5468885843931,40.8016799596112,3.28595931765111e-08,6.96573208024208e-07,"LK433_RS11605","LK433_RS11605"
"LK433_RS12240",-0.805760684928853,8.0335056964818,40.743784824921,3.34321194613783e-08,7.03340876850361e-07,"LK433_RS12240","LK433_RS12240"
"LK433_RS07385",-1.22483759563269,6.74488313056814,40.6416863774777,3.4467091225273e-08,7.19662498741227e-07,"LK433_RS07385","LK433_RS07385"
"LK433_RS00315",-0.483324442613512,10.5059596300655,40.3259020067039,3.78834606833719e-08,7.85092315803908e-07,"LK433_RS00315","LK433_RS00315"
"LK433_RS09050",-0.894516231043798,7.67763720155559,39.9176823117655,4.28269480314041e-08,8.80966182838586e-07,"LK433_RS09050","LK433_RS09050"
"LK433_RS08805",0.713705873940656,8.25815681621241,39.8320135597473,4.39466483881214e-08,8.97351783630979e-07,"LK433_RS08805","LK433_RS08805"
"LK433_RS05570",0.868290821863649,7.27738988397389,39.2627514424046,5.22002172199394e-08,1.05810221328301e-06,"LK433_RS05570","LK433_RS05570"
"LK433_RS07305",1.54049703189895,5.71447462311103,38.9981016929724,5.65692704571514e-08,1.13835408738775e-06,"LK433_RS07305","LK433_RS07305"
"LK433_RS13180",0.793164950702207,9.76121377730588,43.984522813551,5.78973571965623e-08,1.1566975606824e-06,"LK433_RS13180","LK433_RS13180"
"LK433_RS00480",-0.450611922355166,11.4844604251825,38.747409517361,6.10578393658399e-08,1.21112585656384e-06,"LK433_RS00480","LK433_RS00480"
"LK433_RS00405",-0.414678362614856,12.6494293914691,38.6208460672387,6.34625721139478e-08,1.24989760823002e-06,"LK433_RS00405","LK433_RS00405"
"LK433_RS04520",0.518371185500593,9.44344847368635,38.3755620014597,6.84064934194813e-08,1.3377805086331e-06,"LK433_RS04520","LK433_RS04520"
"LK433_RS02950",-0.615311035520905,8.72754984796673,38.2124027624285,7.19147229317539e-08,1.39655374532504e-06,"LK433_RS02950","LK433_RS02950"
"LK433_RS02920",0.820485145823015,7.93060839274999,37.9983903714549,7.68011496046796e-08,1.48108883647358e-06,"LK433_RS02920","LK433_RS02920"
"LK433_RS00450",-0.478266763082495,10.9757857566251,37.8584569344735,8.01810996560353e-08,1.53560630168834e-06,"LK433_RS00450","LK433_RS00450"
"LK433_RS00320",-0.406407207005594,10.663400864614,37.7470227096368,8.29827426892291e-08,1.57837723594513e-06,"LK433_RS00320","LK433_RS00320"
"LK433_RS12255",-0.689311511350081,8.55392252480436,37.6262201753721,8.6134767021414e-08,1.62718536066984e-06,"LK433_RS12255","LK433_RS12255"
"LK433_RS10915",0.448333980798541,11.1313091851822,37.2635029694794,9.63659598258069e-08,1.80816398943423e-06,"LK433_RS10915","LK433_RS10915"
"LK433_RS00310",-0.439185111644738,9.92987184193026,36.7454568506273,1.13210934466942e-07,2.10997828868926e-06,"LK433_RS00310","LK433_RS00310"
"LK433_RS00430",-0.430135968052419,11.824700735255,36.5555688875289,1.20125785572615e-07,2.22392871023434e-06,"LK433_RS00430","LK433_RS00430"
"LK433_RS12700",0.467288340267333,10.4521151586848,36.2858680123709,1.30707842164208e-07,2.40381243503315e-06,"LK433_RS12700","LK433_RS12700"
"LK433_RS08705",-0.869982425776565,8.21805282894758,36.2323346434208,1.70787645906789e-07,3.10309246680586e-06,"LK433_RS08705","LK433_RS08705"
"LK433_RS14495",-0.471449304485929,10.0864164083262,35.4335926735913,1.70966203608677e-07,3.10309246680586e-06,"LK433_RS14495","LK433_RS14495"
"LK433_RS06340",1.00818127640452,6.83693071475749,34.7989637050037,2.09162814704207e-07,3.77172166515313e-06,"LK433_RS06340","LK433_RS06340"
"LK433_RS11970",-0.613304428341685,8.10182462793619,34.6373839239462,2.2023389237785e-07,3.94573883311799e-06,"LK433_RS11970","LK433_RS11970"
"LK433_RS00410",-0.451256441196439,11.4206073990583,34.5042214694514,2.29813733116172e-07,4.08938265555931e-06,"LK433_RS00410","LK433_RS00410"
"LK433_RS09895",0.559871225082246,9.46793776965447,34.4854750977648,2.31196642752183e-07,4.08938265555931e-06,"LK433_RS09895","LK433_RS09895"
"LK433_RS06275",0.568182678496287,9.1582209326264,34.4482536490026,2.33968070303565e-07,4.11221095717089e-06,"LK433_RS06275","LK433_RS06275"
"LK433_RS13550",0.637550361467871,8.86585333027472,34.3547096809076,2.4108619962669e-07,4.21066903373156e-06,"LK433_RS13550","LK433_RS13550"
"LK433_RS02600",0.531884072420091,9.40061189304228,34.3037551810052,2.45057591310006e-07,4.25042322660438e-06,"LK433_RS02600","LK433_RS02600"
"LK433_RS10265",0.862898497923912,7.67570061511854,34.2864272363102,2.46423528802055e-07,4.25042322660438e-06,"LK433_RS10265","LK433_RS10265"
"LK433_RS00445",-0.428001809225637,11.3971145498728,34.2099363419307,2.52548156518625e-07,4.32917426328532e-06,"LK433_RS00445","LK433_RS00445"
"LK433_RS04545",0.526103904705089,10.8437130032185,34.2559073873803,2.85082411461377e-07,4.85689482594015e-06,"LK433_RS04545","LK433_RS04545"
"LK433_RS12365",0.547625462345748,8.98191658239446,33.7456291230331,2.93270898473372e-07,4.96593466500338e-06,"LK433_RS12365","LK433_RS12365"
"LK433_RS10030",0.78133649123822,7.66914701319119,33.6467967316447,3.02785156495768e-07,5.0959659369015e-06,"LK433_RS10030","LK433_RS10030"
"LK433_RS13715",0.665677958926929,8.24247274734416,33.6090138986198,3.06506406283336e-07,5.12751982077606e-06,"LK433_RS13715","LK433_RS13715"
"LK433_RS10205",1.45534762249964,5.57512231159922,33.5614678110442,3.11256705937241e-07,5.17580761908813e-06,"LK433_RS10205","LK433_RS10205"
"LK433_RS13685",0.440895953526123,10.2721322740056,33.5268154246243,3.14766829784096e-07,5.20302075184783e-06,"LK433_RS13685","LK433_RS13685"
"LK433_RS02810",0.587222711836394,9.51886390762959,33.1055006177242,3.63197527084642e-07,5.96804457227249e-06,"LK433_RS02810","LK433_RS02810"
"LK433_RS01510",-0.833957146405333,7.12752553478224,33.042341943236,3.68373929568297e-07,5.9857973519329e-06,"LK433_RS01510","LK433_RS01510"
"LK433_RS11740",-0.602113142410389,8.78726928709942,33.0405499906633,3.68588889874154e-07,5.9857973519329e-06,"LK433_RS11740","LK433_RS11740"
"LK433_RS10225",0.801988998331143,7.65727625875408,32.989697255598,3.74743626713044e-07,6.05036657780304e-06,"LK433_RS10225","LK433_RS10225"
"LK433_RS01025",-0.72084488029264,8.04417907308383,32.9093114096461,3.84690938850748e-07,6.17506784502038e-06,"LK433_RS01025","LK433_RS01025"
"LK433_RS14440",-0.722898292529156,8.68878554707486,33.2445306212423,3.92923375810627e-07,6.27096675072478e-06,"LK433_RS14440","LK433_RS14440"
"LK433_RS08880",0.469689651964557,9.24956391423279,32.7486019219607,4.05406970809262e-07,6.37160315255054e-06,"LK433_RS08880","LK433_RS08880"
"LK433_RS12000",-0.547795133935117,8.35499039893196,32.7640058909397,4.03372173427031e-07,6.37160315255054e-06,"LK433_RS12000","LK433_RS12000"
"LK433_RS14400",-0.922343539305662,7.32666233538747,32.7432813537423,4.06112264314528e-07,6.37160315255054e-06,"LK433_RS14400","LK433_RS14400"
"LK433_RS05995",0.675070303943204,8.48942766574521,32.4987345084989,4.39941275849392e-07,6.83680835214355e-06,"LK433_RS05995","LK433_RS05995"
"LK433_RS06310",0.365475884410027,11.0277852150286,32.4935636284065,4.40687322662476e-07,6.83680835214355e-06,"LK433_RS06310","LK433_RS06310"
"LK433_RS00625",0.376547984872343,11.6849440420909,32.3757814989541,4.58040631418156e-07,7.06654907471233e-06,"LK433_RS00625","LK433_RS00625"
"LK433_RS09130",0.647983165900267,8.21714833503925,32.2228902762519,4.81629104156674e-07,7.38941448753085e-06,"LK433_RS09130","LK433_RS09130"
"LK433_RS09345",-0.570067442475821,8.85449563174701,32.0848360303922,5.04010407378322e-07,7.69031264444836e-06,"LK433_RS09345","LK433_RS09345"
"LK433_RS01885",0.620764040274035,7.8108619343033,31.8440544346966,5.4566203001675e-07,8.23534487693759e-06,"LK433_RS01885","LK433_RS01885"
