"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"LK433_RS03650",0.65543677751139,11.7811454161877,88.9398202404941,3.02289702400498e-13,3.34104642029343e-11,"LK433_RS03650","LK433_RS03650"
"LK433_RS08715",-0.787380951522411,9.66085442657014,88.7668005126792,3.12809531608315e-13,3.34104642029343e-11,"LK433_RS08715","LK433_RS08715"
"LK433_RS07390",-0.950100373572438,8.58287261214358,84.9586516226237,6.7126311315619e-13,6.90406542679533e-11,"LK433_RS07390","LK433_RS07390"
"LK433_RS09935",1.10912664331479,7.79935266321925,82.5304772110814,1.10432271311851e-12,1.09525149083218e-10,"LK433_RS09935","LK433_RS09935"
"LK433_RS11165",0.81018942505501,10.2838614830372,82.9868135497273,1.1461096043759e-12,1.09749874874203e-10,"LK433_RS11165","LK433_RS11165"
"LK433_RS02835",0.774876868103572,10.3369476688416,81.9941284523158,1.23415130744979e-12,1.14241272692936e-10,"LK433_RS02835","LK433_RS02835"
"LK433_RS08655",1.15205423755312,8.27126971280009,81.9334649459041,1.33996745858288e-12,1.20035149434989e-10,"LK433_RS08655","LK433_RS08655"
"LK433_RS10590",0.532923286372737,11.2970845908201,77.4545501022336,3.21887540959664e-12,2.79338031639058e-10,"LK433_RS10590","LK433_RS10590"
"LK433_RS05370",-0.762196258170184,10.8580714226928,78.4680497769946,3.84147526136246e-12,3.23265963660714e-10,"LK433_RS05370","LK433_RS05370"
"LK433_RS13030",-0.580139263832411,11.3683053003937,73.9615916242245,6.88537589522698e-12,5.62373201795451e-10,"LK433_RS13030","LK433_RS13030"
"LK433_RS01500",0.811271489334497,8.91473566785323,73.6381943880231,7.39528624147943e-12,5.74941729242916e-10,"LK433_RS01500","LK433_RS01500"
"LK433_RS06055",0.606735877071823,10.3574859156969,73.602853080088,7.45333174387648e-12,5.74941729242916e-10,"LK433_RS06055","LK433_RS06055"
"LK433_RS05100",1.10702697207209,7.18000576877225,68.9433156319789,2.13032584120709e-11,1.59889590838705e-09,"LK433_RS05100","LK433_RS05100"
"LK433_RS02595",0.522679340082471,11.0078938339175,68.5696847816708,2.32146923569532e-11,1.69650528092787e-09,"LK433_RS02595","LK433_RS02595"
"LK433_RS03095",1.99972479983269,5.27102236795026,68.1666776125135,2.54765974451464e-11,1.76871277762929e-09,"LK433_RS03095","LK433_RS03095"
"LK433_RS13035",-0.564431973052531,11.508205682276,68.2709739350035,2.48701793383846e-11,1.76871277762929e-09,"LK433_RS13035","LK433_RS13035"
"LK433_RS07165",1.03248841086019,7.8346688569473,67.6482030131004,2.87266586201788e-11,1.94570563385943e-09,"LK433_RS07165","LK433_RS07165"
"LK433_RS07665",-1.25657987810006,7.28782260093284,67.2770549093419,3.13147196720002e-11,2.02234829137545e-09,"LK433_RS07665","LK433_RS07665"
"LK433_RS08805",0.883918939873924,8.25815681621241,67.3083253803326,3.10876356712131e-11,2.02234829137545e-09,"LK433_RS08805","LK433_RS08805"
"LK433_RS05625",0.87097391315739,8.53661828984779,64.8644390479359,5.5221194835083e-11,3.48521041038694e-09,"LK433_RS05625","LK433_RS05625"
"LK433_RS05410",0.616658901551384,9.77923997242994,62.7108701343666,9.25278445402505e-11,5.70999609529502e-09,"LK433_RS05410","LK433_RS05410"
"LK433_RS13025",-0.505337355014021,11.3264703206984,62.1382217170644,1.06310611372229e-10,6.4179253865365e-09,"LK433_RS13025","LK433_RS13025"
"LK433_RS11435",-0.520926887572231,11.4173416490686,61.4570989851412,1.25514157633476e-10,7.41601735634387e-09,"LK433_RS11435","LK433_RS11435"
"LK433_RS02945",0.828870158794012,9.58358925888069,63.3912171650391,1.66536643891913e-10,9.63483875183003e-09,"LK433_RS02945","LK433_RS02945"
"LK433_RS13040",-0.495596306367561,12.3722407250755,59.087638422931,2.25387232054396e-10,1.27734763962256e-08,"LK433_RS13040","LK433_RS13040"
"LK433_RS05375",-0.815224315711064,8.83059535533722,58.9909860448554,2.30894090397785e-10,1.2823857780693e-08,"LK433_RS05375","LK433_RS05375"
"LK433_RS05570",0.995440746313767,7.27738988397389,57.3686132917528,3.47328314303096e-10,1.89123672317588e-08,"LK433_RS05570","LK433_RS05570"
"LK433_RS00645",-0.77737130088655,8.17538837747423,57.2059131369973,3.61964726108896e-10,1.93303085462386e-08,"LK433_RS00645","LK433_RS00645"
"LK433_RS03090",1.41740615915203,7.26519367823299,60.3920825315192,5.09492172869175e-10,2.66954672463717e-08,"LK433_RS03090","LK433_RS03090"
"LK433_RS10050",0.708207109748147,8.9562555039981,55.4441193062512,5.68173857124537e-10,2.9218866689534e-08,"LK433_RS10050","LK433_RS10050"
"LK433_RS00730",0.63870193486213,9.53700419668217,53.4733656401954,9.49090787317041e-10,4.79204566614441e-08,"LK433_RS00730","LK433_RS00730"
"LK433_RS05620",0.558640595219076,9.4944009063372,53.3834670005325,9.71784543996427e-10,4.81901014049657e-08,"LK433_RS05620","LK433_RS05620"
"LK433_RS13710",0.573619286598703,9.84768275817832,52.8780047280446,1.11027743872949e-09,5.40919376728383e-08,"LK433_RS13710","LK433_RS13710"
"LK433_RS13255",0.712583804643707,8.31764940406332,52.126934865971,1.3549357590988e-09,6.4873389707196e-08,"LK433_RS13255","LK433_RS13255"
"LK433_RS12970",0.809035328004654,7.9849753018079,51.4963681573288,1.60326999368986e-09,7.54623859741818e-08,"LK433_RS12970","LK433_RS12970"
"LK433_RS06280",-0.528687805450359,10.0430872426571,50.8908313706065,1.88629054381429e-09,8.73038140028713e-08,"LK433_RS06280","LK433_RS06280"
"LK433_RS10005",0.722658536062198,8.42346065513926,49.7121639712727,2.59548924124523e-09,1.1815858398259e-07,"LK433_RS10005","LK433_RS10005"
"LK433_RS11430",-0.438065522467989,11.8815920883234,49.5611875903255,2.70450988374212e-09,1.21135870115353e-07,"LK433_RS11430","LK433_RS11430"
"LK433_RS06595",0.586167090195338,9.88795310540828,49.2494693803333,2.94487133149958e-09,1.29808058532926e-07,"LK433_RS06595","LK433_RS06595"
"LK433_RS10085",0.624368384351332,9.09153900428264,48.1663922401522,3.96668839702539e-09,1.69469133515992e-07,"LK433_RS10085","LK433_RS10085"
"LK433_RS10205",1.66945018912387,5.57512231159922,48.2093329928144,3.91988196384479e-09,1.69469133515992e-07,"LK433_RS10205","LK433_RS10205"
"LK433_RS03570",-0.507473169999505,10.2535521215808,47.9095732488885,4.25897694897109e-09,1.79199681625647e-07,"LK433_RS03570","LK433_RS03570"
"LK433_RS05130",0.394543770177593,11.4849397507674,46.8925530978206,5.6540242863544e-09,2.34346648406062e-07,"LK433_RS05130","LK433_RS05130"
"LK433_RS02830",0.606651607860082,8.87531899377694,46.2161561560434,6.83743147556163e-09,2.79228635406392e-07,"LK433_RS02830","LK433_RS02830"
"LK433_RS12215",-1.11217147835,8.69987324634408,56.7354801923573,6.99408765973761e-09,2.81486687407121e-07,"LK433_RS12215","LK433_RS12215"
"LK433_RS11440",-0.716878150620102,7.96113820235869,46.0285855045225,7.20909089947534e-09,2.85994934683472e-07,"LK433_RS11440","LK433_RS11440"
"LK433_RS05415",0.910841633544672,7.40259011476318,45.042434202451,9.53803926117266e-09,3.7305823983488e-07,"LK433_RS05415","LK433_RS05415"
"LK433_RS08895",0.459474314529989,12.1916982793348,44.7783489948769,1.02854936357541e-08,3.96705775367903e-07,"LK433_RS08895","LK433_RS08895"
"LK433_RS03320",0.758761950450249,8.51037742130974,44.2649085469573,1.19174771995475e-08,4.53353892919773e-07,"LK433_RS03320","LK433_RS03320"
"LK433_RS00650",-0.635627761239271,9.21435640738933,43.9273054147546,1.31348251316928e-08,4.92910937712311e-07,"LK433_RS00650","LK433_RS00650"
"LK433_RS07670",-1.3288982870896,10.3135270682097,65.2281781680341,1.50300329257178e-08,5.56512019129579e-07,"LK433_RS07670","LK433_RS07670"
"LK433_RS02140",0.568622460858802,9.82754805823754,42.8914697324928,1.7739967576064e-08,6.48209078404339e-07,"LK433_RS02140","LK433_RS02140"
"LK433_RS06350",0.7095169226748,8.50755971141321,42.7733029276142,1.83625603799663e-08,6.59004331198044e-07,"LK433_RS06350","LK433_RS06350"
"LK433_RS07840",-0.54939710974298,9.72684871660707,42.7459225498953,1.85100244268806e-08,6.59004331198044e-07,"LK433_RS07840","LK433_RS07840"
"LK433_RS07090",0.551975343146686,9.7088363315166,42.6401028085087,1.90915749505003e-08,6.7110510933594e-07,"LK433_RS07090","LK433_RS07090"
"LK433_RS12260",-0.515805632406776,9.47391060338513,42.5112826034618,1.98251649916139e-08,6.88181039771398e-07,"LK433_RS12260","LK433_RS12260"
"LK433_RS01880",-0.515095353818484,9.18050073487585,42.467416376427,2.00815835680086e-08,6.88476019362466e-07,"LK433_RS01880","LK433_RS01880"
"LK433_RS08695",-0.681366446143099,9.30435577581363,42.4348588005223,2.19408284657579e-08,7.43044885968411e-07,"LK433_RS08695","LK433_RS08695"
"LK433_RS03565",-0.502026945143938,9.52698767360906,41.8615635068541,2.39963971037508e-08,8.02867406712241e-07,"LK433_RS03565","LK433_RS03565"
"LK433_RS06935",-0.592302850139571,9.41090103145766,41.6975708012793,2.51865170351278e-08,8.32654259601785e-07,"LK433_RS06935","LK433_RS06935"
"LK433_RS06690",0.455120489587213,11.3315089102992,41.5337457669169,2.64365812906539e-08,8.63698661695834e-07,"LK433_RS06690","LK433_RS06690"
"LK433_RS06560",0.88459291295467,10.4622728890619,53.6010669034026,3.07924971170079e-08,9.94311215045707e-07,"LK433_RS06560","LK433_RS06560"
"LK433_RS12700",0.472698280772577,10.4521151586848,40.8617335004293,3.22764458436604e-08,1.03024931158442e-06,"LK433_RS12700","LK433_RS12700"
"LK433_RS03575",-0.687901017904642,8.74124107259031,40.8012167108973,3.28641337152678e-08,1.03708749235567e-06,"LK433_RS03575","LK433_RS03575"
"LK433_RS08690",-0.650830183351207,9.69346429754536,41.6085464424728,3.41792644582472e-08,1.05954050578251e-06,"LK433_RS08690","LK433_RS08690"
"LK433_RS10350",0.967791303471971,7.3618646530685,40.6541754757241,3.4338727230978e-08,1.05954050578251e-06,"LK433_RS10350","LK433_RS10350"
"LK433_RS02590",0.495768254059813,9.50765502162217,40.4479750714642,3.65229852846904e-08,1.11455307841302e-06,"LK433_RS02590","LK433_RS02590"
"LK433_RS09130",0.689323742309247,8.21714833503925,40.2359075017537,3.89199770334922e-08,1.16237698486285e-06,"LK433_RS09130","LK433_RS09130"
"LK433_RS12255",-0.67163250119923,8.55392252480436,40.2352821816112,3.89272810919138e-08,1.16237698486285e-06,"LK433_RS12255","LK433_RS12255"
"LK433_RS01595",-0.343553692734464,12.4080643812985,39.5917438923473,4.7251721998023e-08,1.38484925251039e-06,"LK433_RS01595","LK433_RS01595"
"LK433_RS14390",-0.515531792477913,9.48281699941149,39.5831144354635,4.7375109466506e-08,1.38484925251039e-06,"LK433_RS14390","LK433_RS14390"
"LK433_RS10980",0.48952729454973,9.93357319179067,39.3260328878249,5.12082849143972e-08,1.48130632507584e-06,"LK433_RS10980","LK433_RS10980"
"LK433_RS09865",0.829810875151784,7.16607808059259,39.1884923268363,5.33896588738734e-08,1.51288859890558e-06,"LK433_RS09865","LK433_RS09865"
"LK433_RS12050",-0.607925319918917,8.84824972204954,39.2057728740248,5.31103844565985e-08,1.51288859890558e-06,"LK433_RS12050","LK433_RS12050"
"LK433_RS02625",0.962177810414118,6.84901482003668,38.8320247413489,5.95029570465488e-08,1.6690879971542e-06,"LK433_RS02625","LK433_RS02625"
"LK433_RS14375",-0.582629264128285,9.16276732503094,38.456333032772,6.67358555015151e-08,1.85325470727708e-06,"LK433_RS14375","LK433_RS14375"
"LK433_RS02475",-0.651904303522464,8.24174394463335,38.315157268855,6.96841651598815e-08,1.91596957078209e-06,"LK433_RS02475","LK433_RS02475"
"LK433_RS03655",0.626403904652097,8.90164207830608,38.0002872106017,7.67563613239855e-08,2.08972956271282e-06,"LK433_RS03655","LK433_RS03655"
"LK433_RS05365",-1.10953450414007,7.40917300597649,39.6645466164473,9.36780175376915e-08,2.52566849225407e-06,"LK433_RS05365","LK433_RS05365"
"LK433_RS08885",0.522445523784832,9.13965798348533,36.2202253678091,1.33426672554879e-07,3.55538438712881e-06,"LK433_RS08885","LK433_RS08885"
"LK433_RS14445",-0.689524320476094,8.50118011509132,36.1963230804439,1.34431170561226e-07,3.55538438712881e-06,"LK433_RS14445","LK433_RS14445"
"LK433_RS10070",0.758917361348295,7.59863876191481,35.987930531298,1.43527991838275e-07,3.76016257863104e-06,"LK433_RS10070","LK433_RS10070"
"LK433_RS07060",-0.816358910034989,9.31678494667418,41.5896771716776,1.61076117469499e-07,4.14174424271109e-06,"LK433_RS07060","LK433_RS07060"
"LK433_RS12240",-0.715629511670584,8.0335056964818,35.6259714318481,1.60875356062153e-07,4.14174424271109e-06,"LK433_RS12240","LK433_RS12240"
"LK433_RS00245",0.460715251011868,10.2968603178683,35.2670406874816,1.80231729048752e-07,4.59177533548978e-06,"LK433_RS00245","LK433_RS00245"
"LK433_RS08955",0.47601842988267,10.5564063074275,34.8504835339063,2.05755353106673e-07,5.19438741433847e-06,"LK433_RS08955","LK433_RS08955"
"LK433_RS06930",-0.55923416684121,8.65708340110944,34.7342924730525,2.1352304796612e-07,5.34192346127851e-06,"LK433_RS06930","LK433_RS06930"
"LK433_RS10940",0.328258367242112,11.8026444149434,34.6589411022468,2.18722404449971e-07,5.42314390319258e-06,"LK433_RS10940","LK433_RS10940"
"LK433_RS10010",0.741599460183372,8.02244960563322,34.5329481519182,2.27711192353044e-07,5.59605293065844e-06,"LK433_RS10010","LK433_RS10010"
"LK433_RS06515",0.624530376420537,8.78091155517313,33.8258293767256,2.85778252319556e-07,6.96145795343339e-06,"LK433_RS06515","LK433_RS06515"
"LK433_RS02855",0.58150613118918,8.47757945006775,33.4936925888007,3.18160376641396e-07,7.68288144289702e-06,"LK433_RS02855","LK433_RS02855"
"LK433_RS02920",0.73208519528968,7.93060839274999,33.4170483729407,3.26159019404296e-07,7.80813445591147e-06,"LK433_RS02920","LK433_RS02920"
"LK433_RS13180",0.679985042505393,9.76121377730588,36.8823087330839,3.56710037036308e-07,8.46652797307545e-06,"LK433_RS13180","LK433_RS13180"
"LK433_RS05565",-0.56377404556187,8.73633739953045,32.8424796198226,3.9316922968919e-07,9.25280466819391e-06,"LK433_RS05565","LK433_RS05565"
"LK433_RS00755",0.645274208106072,7.80642595286913,32.6530691899792,4.18266312640861e-07,9.76071890927454e-06,"LK433_RS00755","LK433_RS00755"
"LK433_RS03460",0.590918481640948,7.91309976159554,32.5955750328109,4.26208517883947e-07,9.86317545136433e-06,"LK433_RS03460","LK433_RS03460"
"LK433_RS07850",0.475367632484078,10.0183990573694,32.5568052963346,4.31652253947779e-07,9.87636391570693e-06,"LK433_RS07850","LK433_RS07850"
"LK433_RS08710",-0.721659895099317,8.15518387665868,32.5410052582084,4.33891392767823e-07,9.87636391570693e-06,"LK433_RS08710","LK433_RS08710"
"LK433_RS10765",0.547587212093079,9.30314152960635,32.0520397362316,5.09484099889788e-07,1.15027426454792e-05,"LK433_RS10765","LK433_RS10765"
"LK433_RS13110",0.831419041999406,7.50752919590026,32.0117610792886,5.16291014632822e-07,1.15624205454463e-05,"LK433_RS13110","LK433_RS13110"
"LK433_RS04505",0.497076456715727,8.72494103403551,31.7508174215681,5.62734942537001e-07,1.2501719483402e-05,"LK433_RS04505","LK433_RS04505"
"LK433_RS14455",-0.471339204406011,9.15931803164721,31.7054668908422,5.71238473215929e-07,1.2589914604132e-05,"LK433_RS14455","LK433_RS14455"
"LK433_RS13685",0.404591960144695,10.2721322740056,31.2500032258922,6.64405831288399e-07,1.45279920747077e-05,"LK433_RS13685","LK433_RS13685"
"LK433_RS02825",0.345191287747549,10.7452745584149,31.1815069625552,6.79724257684518e-07,1.47468301842961e-05,"LK433_RS02825","LK433_RS02825"
"LK433_RS12975",0.552164518618133,7.94016781351572,31.1386847278593,6.89486550956951e-07,1.4842667845019e-05,"LK433_RS12975","LK433_RS12975"
"LK433_RS10015",0.825937949687083,6.59001499741988,30.9334555086221,7.3833155783764e-07,1.57718979701164e-05,"LK433_RS10015","LK433_RS10015"
"LK433_RS06340",0.901543464230613,6.83693071475749,30.3982978416414,8.83317959045828e-07,1.87249921547348e-05,"LK433_RS06340","LK433_RS06340"
"LK433_RS02790",0.706616448164273,7.82895418908109,30.2743946435015,9.20912359038768e-07,1.93740425837171e-05,"LK433_RS02790","LK433_RS02790"
"LK433_RS03580",-0.562713898187654,8.87807104655963,30.189114722212,9.47748524333318e-07,1.97887041509295e-05,"LK433_RS03580","LK433_RS03580"
"LK433_RS01815",0.984451781464634,6.01612128699064,29.9488163718831,1.02781543500639e-06,2.13003243508413e-05,"LK433_RS01815","LK433_RS01815"
"LK433_RS09030",-0.861394505672448,6.65004370807999,29.4111017788161,1.23342829917523e-06,2.53720769393305e-05,"LK433_RS09030","LK433_RS09030"
"LK433_RS11970",-0.532870820488873,8.10182462793619,29.0130435721249,1.41282196928183e-06,2.86380044430338e-05,"LK433_RS11970","LK433_RS11970"
"LK433_RS14430",-0.606492573374681,8.43262404187341,29.0312490659768,1.40405393374866e-06,2.86380044430338e-05,"LK433_RS14430","LK433_RS14430"
"LK433_RS10125",0.482484175120515,9.04249234009545,28.5391521279075,1.66219926599781e-06,3.34487489976516e-05,"LK433_RS10125","LK433_RS10125"
"LK433_RS08515",0.440926382730725,10.5746268090818,28.4000352099925,1.74376528117565e-06,3.48376704016172e-05,"LK433_RS08515","LK433_RS08515"
"LK433_RS04520",0.423708515962198,9.44344847368635,28.3749309467941,1.75892083884055e-06,3.488945121043e-05,"LK433_RS04520","LK433_RS04520"
"LK433_RS00335",0.498717885627343,8.90798419970435,28.2303235028253,1.84892109559085e-06,3.64145665422396e-05,"LK433_RS00335","LK433_RS00335"
"LK433_RS06565",0.434881320235383,9.34514528073211,28.1451083590797,1.90418077686602e-06,3.69783917297689e-05,"LK433_RS06565","LK433_RS06565"
"LK433_RS09925",-0.715423004072622,7.55497220485694,28.1506531419034,1.90053357209225e-06,3.69783917297689e-05,"LK433_RS09925","LK433_RS09925"
"LK433_RS09355",-0.596946569585196,8.14886154507926,28.0381027302624,1.97600583475421e-06,3.81067236327253e-05,"LK433_RS09355","LK433_RS09355"
"LK433_RS11950",0.430850689514127,9.14227784495777,27.8981742826623,2.07419202590179e-06,3.97243534891675e-05,"LK433_RS11950","LK433_RS11950"
"LK433_RS04545",0.453215809206113,10.8437130032185,28.0050487800138,2.21240672559189e-06,4.20811881984156e-05,"LK433_RS04545","LK433_RS04545"
"LK433_RS12890",0.64140605315994,8.00847191686378,27.5115628581965,2.37265966114045e-06,4.48222848910683e-05,"LK433_RS12890","LK433_RS12890"
"LK433_RS08950",0.398204796230068,10.9455285819194,27.4683282091284,2.40870106494566e-06,4.51956949821222e-05,"LK433_RS08950","LK433_RS08950"
"LK433_RS02925",0.672081790705109,7.46247632904995,27.3489456356619,2.51119959832313e-06,4.6777622541724e-05,"LK433_RS02925","LK433_RS02925"
"LK433_RS14370",-0.582820286030189,8.02551372340118,27.325707879671,2.53167129312161e-06,4.6777622541724e-05,"LK433_RS14370","LK433_RS14370"
"LK433_RS14440",-0.620931967094469,8.68878554707486,27.5971881425085,2.54354375361913e-06,4.6777622541724e-05,"LK433_RS14440","LK433_RS14440"
"LK433_RS11605",0.464542983006405,8.5468885843931,26.8979835986727,2.94103636284326e-06,5.37319603922089e-05,"LK433_RS11605","LK433_RS11605"
"LK433_RS03130",0.659367649108775,7.49675379146538,26.8588340718834,2.98178609911321e-06,5.41203921388064e-05,"LK433_RS03130","LK433_RS03130"
"LK433_RS06715",0.531955004263746,8.72083114109014,26.6507684675882,3.20840092542161e-06,5.70586577725285e-05,"LK433_RS06715","LK433_RS06715"
"LK433_RS07305",1.21602568318408,5.71447462311103,26.6415200228515,3.21887924514882e-06,5.70586577725285e-05,"LK433_RS07305","LK433_RS07305"
"LK433_RS10180",-0.789544739652421,7.11989722787567,26.6776415407914,3.17815449930216e-06,5.70586577725285e-05,"LK433_RS10180","LK433_RS10180"
"LK433_RS10265",0.71349419646594,7.67570061511854,26.6201841450269,3.24318802209133e-06,5.70586577725285e-05,"LK433_RS10265","LK433_RS10265"
"LK433_RS11990",-0.526614629287109,8.45645664561158,26.6173726383267,3.24640544762676e-06,5.70586577725285e-05,"LK433_RS11990","LK433_RS11990"
"LK433_RS10965",0.509605662874724,8.44524511062513,26.5952771825653,3.271806523585e-06,5.71434384653807e-05,"LK433_RS10965","LK433_RS10965"
"LK433_RS10925",0.359269146386463,11.4914625127344,26.5124665893669,3.36885487942637e-06,5.84706875010439e-05,"LK433_RS10925","LK433_RS10925"
"LK433_RS06310",0.314094550811545,11.0277852150286,26.3401923115182,3.58043592980269e-06,6.17569601059756e-05,"LK433_RS06310","LK433_RS06310"
"LK433_RS14480",-0.473900752424485,8.4662519169757,26.1012570717362,3.89695360011384e-06,6.68014823920749e-05,"LK433_RS14480","LK433_RS14480"
"LK433_RS00235",0.615615393101858,11.2434063273285,30.8006823958438,4.5229872902042e-06,7.70572742631722e-05,"LK433_RS00235","LK433_RS00235"
"LK433_RS10845",0.395897561811836,9.86081290979512,25.5258963831127,4.78403520008761e-06,8.10077179917275e-05,"LK433_RS10845","LK433_RS10845"
"LK433_RS12280",0.449692781367504,13.7360489637649,29.077216337902,4.89647856548348e-06,8.24092180384704e-05,"LK433_RS12280","LK433_RS12280"
"LK433_RS06980",-0.484351263123902,9.18382154006198,25.1205895617098,5.53286820086242e-06,9.2156755847689e-05,"LK433_RS06980","LK433_RS06980"
"LK433_RS13810",-0.586811752655911,8.30093882673389,25.1159979755411,5.54201592602235e-06,9.2156755847689e-05,"LK433_RS13810","LK433_RS13810"
"LK433_RS10235",0.617330152050074,7.26965819219471,24.9865257449193,5.80652568629039e-06,9.59804870882644e-05,"LK433_RS10235","LK433_RS10235"
"LK433_RS08880",0.388917275896355,9.24956391423279,24.9646946876448,5.85240088314825e-06,9.61663742751638e-05,"LK433_RS08880","LK433_RS08880"
"LK433_RS10770",0.606622547169642,11.2912632046444,29.6382405835095,6.22720703837151e-06,0.000101723258503281,"LK433_RS10770","LK433_RS10770"
"LK433_RS03170",0.903641435923637,6.8384149921248,24.8023960927892,6.37124138934272e-06,0.000103467469814063,"LK433_RS03170","LK433_RS03170"
"LK433_RS05125",-0.381566871157083,9.70595001285518,24.6864162132413,6.47124596725139e-06,0.000104480523552658,"LK433_RS05125","LK433_RS05125"
"LK433_RS07375",-0.742065681728013,6.77728388256133,24.6682508388161,6.51393254681692e-06,0.000104561795852662,"LK433_RS07375","LK433_RS07375"
"LK433_RS00545",0.282643238383488,12.0690698629351,24.2183857891424,7.66975839968691e-06,0.000121708109005317,"LK433_RS00545","LK433_RS00545"
"LK433_RS06875",0.501982779402733,9.34015212125584,24.2934389324399,7.66353720994821e-06,0.000121708109005317,"LK433_RS06875","LK433_RS06875"
"LK433_RS11480",-0.285988002876853,11.5708199684833,24.0903211755692,8.03629439837894e-06,0.000126799940592604,"LK433_RS11480","LK433_RS11480"
"LK433_RS08685",0.527725002670248,8.73636910317875,23.9631915543446,8.41816146658356e-06,0.00013207477058024,"LK433_RS08685","LK433_RS08685"
"LK433_RS07075",0.303607971769519,11.2147582356585,23.8261757465509,8.85087149401013e-06,0.000138083540105989,"LK433_RS07075","LK433_RS07075"
"LK433_RS03450",0.493638305958096,8.62471879234299,23.6309205590655,9.5077768615972e-06,0.000147503331534388,"LK433_RS03450","LK433_RS03450"
"LK433_RS00310",-0.332497294101971,9.92987184193026,23.4036794514724,1.03364517622743e-05,0.000159468480799087,"LK433_RS00310","LK433_RS00310"
"LK433_RS14380",-0.733315507167789,6.86403996464027,23.350855162678,1.0539607410277e-05,0.000161704363416239,"LK433_RS14380","LK433_RS14380"
"LK433_RS09775",0.384429385953146,9.84449348758453,23.1364218322839,1.14078046026098e-05,0.000174063040557404,"LK433_RS09775","LK433_RS09775"
"LK433_RS01910",0.90642667125241,6.11467420091572,23.0444460836421,1.18026378706456e-05,0.000178130029167297,"LK433_RS01910","LK433_RS01910"
