"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"path:pcoi00630",13,"Down",0.000620088306694051,0.00168076567340756,1.21129915018131e-11,3.89886913964609e-11,"Glyoxylate and dicarboxylate metabolism - Prevotella copri"
"path:pcoi00290",11,"Down",0.0013641366796572,0.00358470796825664,1.09981687046666e-05,2.41023697144821e-05,"Valine, leucine and isoleucine biosynthesis - Prevotella copri"
"path:pcoi03070",11,"Up",0.00139211959932297,0.00358470796825664,8.76950562909271e-09,2.37699757841197e-08,"Bacterial secretion system - Prevotella copri"
"path:pcoi00332",2,"Down",0.00144797992082054,0.00363760809376866,1,1,"Carbapenem biosynthesis - Prevotella copri"
"path:pcoi00660",6,"Down",0.00179146803283277,0.00439336208051846,0.558430322184703,0.653617308920732,"C5-Branched dibasic acid metabolism - Prevotella copri"
"path:pcoi00680",13,"Up",0.00200619158470966,0.00480552867965338,0.00056450905490935,0.00107674875288265,"Methane metabolism - Prevotella copri"
"path:pcoi03410",7,"Down",0.00207382525232287,0.00485463638611944,0.00357843825064013,0.00585046253676084,"Base excision repair - Prevotella copri"
"path:pcoi00770",12,"Down",0.00460368165479101,0.0105373157876328,0.000673762569962393,0.00123924186975226,"Pantothenate and CoA biosynthesis - Prevotella copri"
"path:pcoi00540",14,"Down",0.00693182168546734,0.015521252904416,1.93546611979427e-12,6.43074226899385e-12,"Lipopolysaccharide biosynthesis - Prevotella copri"
"path:pcoi00760",11,"Up",0.00905230792219604,0.0196812634012371,7.37143853522172e-08,1.89814542281959e-07,"Nicotinate and nicotinamide metabolism - Prevotella copri"
"path:pcoi00250",28,"Up",0.00917185090543086,0.0196812634012371,1.89212780530923e-27,1.77171967224409e-26,"Alanine, aspartate and glutamate metabolism - Prevotella copri"
"path:pcoi00053",3,"Down",0.00938897156681321,0.0197360014567706,0.589648416128321,0.674819854013523,"Ascorbate and aldarate metabolism - Prevotella copri"
"path:pcoi00541",18,"Up",0.00988219629517498,0.0203573243680605,9.85068393751378e-18,4.41139324158226e-17,"O-Antigen nucleotide sugar biosynthesis - Prevotella copri"
"path:pcoi00330",10,"Down",0.0112413011719596,0.0227030200139577,0.00600635924935781,0.00951776927205929,"Arginine and proline metabolism - Prevotella copri"
"path:pcoi01250",34,"Up",0.0124143378513967,0.0245899384364204,4.46323277415129e-32,9.19425951475165e-31,"Biosynthesis of nucleotide sugars - Prevotella copri"
"path:pcoi00300",15,"Down",0.0131211292155024,0.0254995530037122,2.94322164152139e-13,1.04535113474725e-12,"Lysine biosynthesis - Prevotella copri"
"path:pcoi01230",94,"Down",0.014775498957563,0.028132804824314,1.56913666711971e-39,1.6162107671333e-37,"Biosynthesis of amino acids - Prevotella copri"
"path:pcoi00780",5,"Down",0.0150223715081288,0.028132804824314,0.0677170051635612,0.092998020424624,"Biotin metabolism - Prevotella copri"
"path:pcoi03430",17,"Down",0.0186394111863429,0.0342832027177377,8.75092899964638e-10,2.50373801934327e-09,"Mismatch repair - Prevotella copri"
"path:pcoi00750",5,"Down",0.02307936858097,0.041704823927016,0.589420185998581,0.674819854013523,"Vitamin B6 metabolism - Prevotella copri"
"path:pcoi00350",4,"Down",0.0250013271971623,0.0443989086432364,0.404850821151214,0.502405235886446,"Tyrosine metabolism - Prevotella copri"
"path:pcoi04122",2,"Up",0.0259767355268043,0.0453492162586584,1,1,"Sulfur relay system - Prevotella copri"
"path:pcoi00230",33,"Up",0.0273944505905805,0.0459400978156007,1.6188042488392e-24,1.11157891753625e-23,"Purine metabolism - Prevotella copri"
"path:pcoi00360",3,"Down",0.0276532627627888,0.0459400978156007,0.608884741858186,0.681686178384708,"Phenylalanine metabolism - Prevotella copri"
"path:pcoi00401",3,"Down",0.0276532627627888,0.0459400978156007,0.608884741858186,0.681686178384708,"Novobiocin biosynthesis - Prevotella copri"
"path:pcoi01240",79,"Up",0.0347797751622875,0.0568621720907239,6.61806660189189e-30,8.52076074993581e-29,"Biosynthesis of cofactors - Prevotella copri"
"path:pcoi01200",48,"Up",0.0376676009698429,0.060360859113629,2.04867018603009e-30,3.51688381935165e-29,"Carbon metabolism - Prevotella copri"
"path:pcoi00520",27,"Up",0.0380918042950086,0.060360859113629,1.32913917638383e-28,1.52112594630594e-27,"Amino sugar and nucleotide sugar metabolism - Prevotella copri"
"path:pcoi03440",22,"Up",0.0403286210599076,0.0629370904419769,6.25139715955569e-17,2.57557562973695e-16,"Homologous recombination - Prevotella copri"
"path:pcoi00362",4,"Up",0.0458992468807397,0.0702519805009798,1,1,"Benzoate degradation - Prevotella copri"
"path:pcoi00525",2,"Down",0.046379948291909,0.0702519805009798,1,1,"Acarbose and validamycin biosynthesis - Prevotella copri"
"path:pcoi03060",12,"Down",0.0618628854244241,0.0923460463581983,4.2124306426521e-06,9.86091718620832e-06,"Protein export - Prevotella copri"
"path:pcoi00521",7,"Up",0.0637666742980703,0.0938281064671606,0.0540717717142949,0.0752620606293565,"Streptomycin biosynthesis - Prevotella copri"
"path:pcoi00730",15,"Up",0.068029390403627,0.0979525259114978,1.88130171623252e-11,5.87194172036209e-11,"Thiamine metabolism - Prevotella copri"
"path:pcoi03018",13,"Down",0.0684716685983286,0.0979525259114978,1.23732924161725e-10,3.64128319675934e-10,"RNA degradation - Prevotella copri"
"path:pcoi00670",10,"Up",0.0886899859439361,0.125137925372951,0.019742718901307,0.0282430562060364,"One carbon pool by folate - Prevotella copri"
"path:pcoi00900",12,"Up",0.0946825033062722,0.13065824267854,0.00821327208085573,0.0124406915342374,"Terpenoid backbone biosynthesis - Prevotella copri"
"path:pcoi00564",11,"Up",0.0951394970960246,0.13065824267854,1.08998230793802e-05,2.41023697144821e-05,"Glycerophospholipid metabolism - Prevotella copri"
"path:pcoi00260",18,"Down",0.099034205080528,0.134217409517031,4.96236125579732e-14,1.96585849748894e-13,"Glycine, serine and threonine metabolism - Prevotella copri"
"path:pcoi00190",24,"Down",0.100654310553925,0.134641480351354,4.77719055019145e-21,2.89441545099835e-20,"Oxidative phosphorylation - Prevotella copri"
"path:pcoi00550",20,"Up",0.130149927838876,0.171864648300054,4.85642229121529e-17,2.08421456664656e-16,"Peptidoglycan biosynthesis - Prevotella copri"
"path:pcoi00640",4,"Down",0.136248510003975,0.177640462410245,1,1,"Propanoate metabolism - Prevotella copri"
"path:pcoi00561",4,"Up",0.155537920157465,0.200255072202737,0.954965103223761,1,"Glycerolipid metabolism - Prevotella copri"
"path:pcoi00030",14,"Down",0.178601199162182,0.225342693674039,7.74170944267587e-11,2.34528256645769e-10,"Pentose phosphate pathway - Prevotella copri"
"path:pcoi00400",18,"Down",0.179399037682244,0.225342693674039,2.92282365026911e-05,6.14389461179018e-05,"Phenylalanine, tyrosine and tryptophan biosynthesis - Prevotella copri"
"path:pcoi01100",430,"Down",0.210311023582723,0.260988378662897,5.1608957266242e-36,1.77190753280764e-34,"Metabolic pathways - Prevotella copri"
"path:pcoi00523",4,"Up",0.249713526325403,0.306196347756148,0.305253211516892,0.393013509827999,"Polyketide sugar unit biosynthesis - Prevotella copri"
"path:pcoi00220",11,"Up",0.319119085331959,0.386697244578727,0.00203335559145037,0.00343337091671128,"Arginine biosynthesis - Prevotella copri"
"path:pcoi00910",8,"Down",0.330560618878475,0.395903997028872,0.193565624430794,0.252370371093313,"Nitrogen metabolism - Prevotella copri"
"path:pcoi00625",1,"Down",0.340488420050705,0.398526218922984,0.340488420050705,0.42768667396613,"Chloroalkane and chloroalkene degradation - Prevotella copri"
"path:pcoi00626",1,"Down",0.340488420050705,0.398526218922984,0.340488420050705,0.42768667396613,"Naphthalene degradation - Prevotella copri"
"path:pcoi01502",6,"Down",0.358778548276792,0.415215623286625,0.118053436911256,0.155891076946915,"Vancomycin resistance - Prevotella copri"
"path:pcoi00270",25,"Down",0.37684443171432,0.431277516295277,7.41293544949726e-25,6.36276959415181e-24,"Cysteine and methionine metabolism - Prevotella copri"
"path:pcoi01110",203,"Down",0.402475518163851,0.455549212866776,3.99466603303483e-39,2.05725300701294e-37,"Biosynthesis of secondary metabolites - Prevotella copri"
"path:pcoi00920",5,"Down",0.413881661548766,0.463367512386119,1,1,"Sulfur metabolism - Prevotella copri"
"path:pcoi00280",1,"Up",0.457366052074329,0.506545197458665,0.457366052074329,0.554220039572422,"Valine, leucine and isoleucine degradation - Prevotella copri"
"path:pcoi00650",12,"Down",0.479937743485622,0.525889229564032,9.3823934441063e-07,2.26002600309909e-06,"Butanoate metabolism - Prevotella copri"
"path:pcoi00052",13,"Down",0.49218349043584,0.533630521209384,5.5498743484679e-09,1.54496502133025e-08,"Galactose metabolism - Prevotella copri"
"path:pcoi00543",1,"Up",0.524297135775479,0.562527135259108,0.524297135775479,0.620719597527291,"Exopolysaccharide biosynthesis - Prevotella copri"
"path:pcoi00430",3,"Down",0.532099899761792,0.565013295623346,1,1,"Taurine and hypotaurine metabolism - Prevotella copri"
"path:pcoi00552",6,"Up",0.702641982560508,0.738491063303391,0.438957961645956,0.538246072018255,"Teichoic acid biosynthesis - Prevotella copri"
"path:pcoi00970",22,"Down",0.714813893671782,0.742717196183603,5.0844153330321e-18,2.38043081501048e-17,"Aminoacyl-tRNA biosynthesis - Prevotella copri"
"path:pcoi01120",87,"Up",0.721084656488935,0.742717196183603,3.47110680553046e-35,8.93810002424094e-34,"Microbial metabolism in diverse environments - Prevotella copri"
"path:pcoi01220",2,"Down",0.754455229709523,0.769394937228523,1,1,"Degradation of aromatic compounds - Prevotella copri"
"path:pcoi00470",7,"Down",0.85038184475104,0.858718921660363,0.00111728771086316,0.0019841488658432,"D-Amino acid metabolism - Prevotella copri"
"path:pcoi00790",13,"Up",0.935014410725508,0.935014410725508,0.0183228966309888,0.0265811035632654,"Folate biosynthesis - Prevotella copri"
