"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"path:pcoi00998",4,"Up",0.00476817101971775,0.0233867435729013,0.0973919353843723,0.189271119709252,"Biosynthesis of various antibiotics - Prevotella copri; Including: Kanosamine biosynthesis, Aurachin biosynthesis, Bacilysin biosynthesis, Puromycin biosynthesis, Dapdiamides biosynthesis, Fosfomycin biosynthesis, Cremeomycin biosynthesis, Pentalenolactone biosynthesis, Terpentecin biosynthesis, Roseoflavin biosynthesis, Cycloserine biosynthesis"
"path:pcoi00460",9,"Up",0.00555963181976164,0.0260291853379749,0.000922335029575043,0.00250001336963762,"Cyanoamino acid metabolism - Prevotella copri"
"path:pcoi01232",32,"Up",0.00584487504396677,0.0261748751968946,6.02853836319814e-11,4.43528179578149e-10,"Nucleotide metabolism - Prevotella copri"
"path:pcoi00650",12,"Down",0.0069597740772662,0.0298690304149341,4.14398867084587e-05,0.00014718304589556,"Butanoate metabolism - Prevotella copri"
"path:pcoi00521",7,"Up",0.00894765665914754,0.035704332572908,0.646196474388858,0.901512356973652,"Streptomycin biosynthesis - Prevotella copri"
"path:pcoi00946",6,"Up",0.00926642588967045,0.035704332572908,0.0399490355600644,0.0822950132537327,"Degradation of flavonoids - Prevotella copri"
"path:pcoi01120",87,"Up",0.00935938815017976,0.035704332572908,1.42408912562045e-24,1.83351474923633e-23,"Microbial metabolism in diverse environments - Prevotella copri"
"path:pcoi02040",6,"Up",0.00974172954164463,0.0358356479567642,0.81460942371849,1,"Flagellar assembly - Prevotella copri"
"path:pcoi03060",12,"Down",0.0104932181602307,0.0372690162242675,0.00836161853567959,0.0205058740279761,"Protein export - Prevotella copri"
"path:pcoi00540",14,"Down",0.0167555998135203,0.057527559359753,0.757388247676493,1,"Lipopolysaccharide biosynthesis - Prevotella copri"
"path:pcoi00330",10,"Down",0.0177286575838258,0.0589048945527116,0.789316304982192,1,"Arginine and proline metabolism - Prevotella copri"
"path:pcoi00730",15,"Up",0.0194662765787584,0.0626570777378786,0.0486902966966261,0.0964442415337018,"Thiamine metabolism - Prevotella copri"
"path:pcoi00030",14,"Up",0.0202219159268486,0.0631168891050124,0.000192382307099904,0.000550427156424726,"Pentose phosphate pathway - Prevotella copri"
"path:pcoi03018",13,"Down",0.0222480695960179,0.0673985637761718,2.91597064061817e-08,1.76673515284512e-07,"RNA degradation - Prevotella copri"
"path:pcoi00770",12,"Down",0.0243921735386497,0.0717826821280262,1.85776803777579e-05,6.83393242467524e-05,"Pantothenate and CoA biosynthesis - Prevotella copri"
"path:pcoi00970",22,"Up",0.028542473986498,0.0816631894613692,0.000139079526433658,0.000421329153607847,"Aminoacyl-tRNA biosynthesis - Prevotella copri"
"path:pcoi01210",22,"Down",0.0466877214085026,0.129176562536909,2.41343335732457e-22,2.76204039782701e-21,"2-Oxocarboxylic acid metabolism - Prevotella copri"
"path:pcoi00360",3,"Down",0.0489115139702861,0.129176562536909,1,1,"Phenylalanine metabolism - Prevotella copri"
"path:pcoi00401",3,"Down",0.0489115139702861,0.129176562536909,1,1,"Novobiocin biosynthesis - Prevotella copri"
"path:pcoi00541",18,"Up",0.0552558018285563,0.139348678288703,0.0239096567125772,0.0502590743141929,"O-Antigen nucleotide sugar biosynthesis - Prevotella copri"
"path:pcoi01200",48,"Up",0.0554688913576392,0.139348678288703,3.14043172658634e-12,2.48818821414149e-11,"Carbon metabolism - Prevotella copri"
"path:pcoi00430",3,"Up",0.0619799342962237,0.151998410297882,0.520382481912583,0.776802835318784,"Taurine and hypotaurine metabolism - Prevotella copri"
"path:pcoi02010",18,"Up",0.0692208281928715,0.162638176335561,0.000191565659358651,0.000550427156424726,"ABC transporters - Prevotella copri"
"path:pcoi00900",12,"Up",0.070189721051649,0.162638176335561,0.537968328278217,0.791581968752234,"Terpenoid backbone biosynthesis - Prevotella copri"
"path:pcoi00740",7,"Up",0.0710555139330122,0.162638176335561,0.999720667550482,1,"Riboflavin metabolism - Prevotella copri"
"path:pcoi00230",33,"Up",0.0862672890202496,0.189558696987667,9.31199550000258e-15,9.59135536500266e-14,"Purine metabolism - Prevotella copri"
"path:pcoi00860",3,"Down",0.0864976578487414,0.189558696987667,0.963021011124947,1,"Porphyrin metabolism - Prevotella copri"
"path:pcoi01501",9,"Up",0.0913844857074234,0.196095875580513,0.000535887524653958,0.00149179500106372,"beta-Lactam resistance - Prevotella copri"
"path:pcoi00300",15,"Up",0.0956485478003664,0.201057151498729,4.46396809103264e-13,4.17989739433056e-12,"Lysine biosynthesis - Prevotella copri"
"path:pcoi00190",24,"Down",0.10035056447237,0.206722162813083,0.00190616378147167,0.00490837173728955,"Oxidative phosphorylation - Prevotella copri"
"path:pcoi00280",1,"Up",0.114067541131286,0.230371700716126,0.114067541131286,0.213617395209499,"Valine, leucine and isoleucine degradation - Prevotella copri"
"path:pcoi00625",1,"Up",0.121024275334324,0.233788890504972,0.121024275334324,0.218692988762024,"Chloroalkane and chloroalkene degradation - Prevotella copri"
"path:pcoi00626",1,"Up",0.121024275334324,0.233788890504972,0.121024275334324,0.218692988762024,"Naphthalene degradation - Prevotella copri"
"path:pcoi01502",6,"Down",0.122568932886102,0.233788890504972,0.647688489476216,0.901512356973652,"Vancomycin resistance - Prevotella copri"
"path:pcoi01110",203,"Up",0.132132724637486,0.242361747184333,4.57322947994887e-41,4.71042636434734e-39,"Biosynthesis of secondary metabolites - Prevotella copri"
"path:pcoi00040",16,"Up",0.132968253485257,0.242361747184333,0.0126486859830274,0.0277194607713153,"Pentose and glucuronate interconversions - Prevotella copri"
"path:pcoi01250",34,"Up",0.134122520286476,0.242361747184333,1.62818544741019e-06,7.62286823105679e-06,"Biosynthesis of nucleotide sugars - Prevotella copri"
"path:pcoi00240",30,"Up",0.149643937463232,0.262776307457417,8.31763143145632e-13,7.13930031200001e-12,"Pyrimidine metabolism - Prevotella copri"
"path:pcoi00410",2,"Up",0.150522350873666,0.262776307457417,1,1,"beta-Alanine metabolism - Prevotella copri"
"path:pcoi00552",6,"Down",0.159457699944475,0.273735718238015,0.728551759883324,1,"Teichoic acid biosynthesis - Prevotella copri"
"path:pcoi00680",13,"Up",0.170547798839361,0.287974152138593,9.10478597591834e-05,0.000284179683490784,"Methane metabolism - Prevotella copri"
"path:pcoi00270",25,"Up",0.176218453107402,0.292750010807458,0.0107758356424512,0.0246646904704995,"Cysteine and methionine metabolism - Prevotella copri"
"path:pcoi00670",10,"Down",0.181185943240127,0.296224637360842,0.853901403982614,1,"One carbon pool by folate - Prevotella copri"
"path:pcoi00010",24,"Up",0.188540192745099,0.297155023836312,1.51581226403893e-07,8.21729806294791e-07,"Glycolysis / Gluconeogenesis - Prevotella copri"
"path:pcoi01100",430,"Up",0.192050668224324,0.297155023836312,1.35374901745112e-31,3.48590371993662e-30,"Metabolic pathways - Prevotella copri"
"path:pcoi00440",3,"Down",0.192696935220144,0.297155023836312,1,1,"Phosphonate and phosphinate metabolism - Prevotella copri"
"path:pcoi00550",20,"Down",0.193295015505174,0.297155023836312,4.95626381329253e-05,0.00017016505758971,"Peptidoglycan biosynthesis - Prevotella copri"
"path:pcoi00362",4,"Up",0.203319420399741,0.307969122076078,0.936618166612996,1,"Benzoate degradation - Prevotella copri"
"path:pcoi00130",6,"Down",0.211669815816848,0.315970884480222,0.264906745106791,0.419775303784608,"Ubiquinone and other terpenoid-quinone biosynthesis - Prevotella copri"
"path:pcoi02024",19,"Up",0.219272646863693,0.320323659531369,1.15325561832326e-10,7.91902191248639e-10,"Quorum sensing - Prevotella copri"
"path:pcoi02020",25,"Up",0.220805629385701,0.320323659531369,1.83115918343253e-32,6.28697986311836e-31,"Two-component system - Prevotella copri"
"path:pcoi03420",9,"Down",0.234038160999693,0.334804591430116,0.999931478799112,1,"Nucleotide excision repair - Prevotella copri"
"path:pcoi00910",8,"Up",0.264520960308077,0.373228204270301,0.130511772095855,0.231770905618501,"Nitrogen metabolism - Prevotella copri"
"path:pcoi00640",4,"Up",0.269668544612077,0.375349460743837,0.33259771919486,0.519054016319252,"Propanoate metabolism - Prevotella copri"
"path:pcoi00332",2,"Down",0.299595057868288,0.410166609674133,1,1,"Carbapenem biosynthesis - Prevotella copri"
"path:pcoi00750",5,"Up",0.302647207138195,0.410166609674133,1,1,"Vitamin B6 metabolism - Prevotella copri"
"path:pcoi00525",2,"Up",0.311312620643674,0.416431167874006,1,1,"Acarbose and validamycin biosynthesis - Prevotella copri"
"path:pcoi00561",4,"Up",0.325274185842629,0.429528732587062,1,1,"Glycerolipid metabolism - Prevotella copri"
"path:pcoi00051",19,"Up",0.340907182128771,0.438326348766028,9.38877208999478e-07,4.60496916794982e-06,"Fructose and mannose metabolism - Prevotella copri"
"path:pcoi03410",7,"Down",0.34404877241844,0.438326348766028,0.205399729048275,0.330565188937067,"Base excision repair - Prevotella copri"
"path:pcoi03030",14,"Down",0.3447032451461,0.438326348766028,0.847277037309624,1,"DNA replication - Prevotella copri"
"path:pcoi00350",4,"Down",0.368867520055232,0.463333592264499,1,1,"Tyrosine metabolism - Prevotella copri"
"path:pcoi00053",3,"Down",0.380977298540739,0.472779057225254,1,1,"Ascorbate and aldarate metabolism - Prevotella copri"
"path:pcoi00543",1,"Down",0.398322622375949,0.488419406008604,0.398322622375949,0.612346717980936,"Exopolysaccharide biosynthesis - Prevotella copri"
"path:pcoi00523",4,"Up",0.451892842183035,0.547587796998265,1,1,"Polyketide sugar unit biosynthesis - Prevotella copri"
"path:pcoi00520",27,"Up",0.468309306218042,0.560882076051841,2.65085537019549e-06,1.18712218752233e-05,"Amino sugar and nucleotide sugar metabolism - Prevotella copri"
"path:pcoi00920",5,"Up",0.493068811738363,0.580924098471101,1,1,"Sulfur metabolism - Prevotella copri"
"path:pcoi00564",11,"Up",0.496323501606378,0.580924098471101,0.89630277376766,1,"Glycerophospholipid metabolism - Prevotella copri"
"path:pcoi03430",17,"Down",0.505601316313252,0.585134107643426,0.751354282700921,1,"Mismatch repair - Prevotella copri"
"path:pcoi00400",18,"Down",0.530332101132149,0.606935626851237,3.02445887864114e-06,1.29799693541682e-05,"Phenylalanine, tyrosine and tryptophan biosynthesis - Prevotella copri"
"path:pcoi01220",2,"Up",0.54104434580443,0.612390852943476,1,1,"Degradation of aromatic compounds - Prevotella copri"
"path:pcoi00450",5,"Up",0.550110021817111,0.615884046164809,0.872383549501103,1,"Selenocompound metabolism - Prevotella copri"
"path:pcoi00511",7,"Down",0.586581475610911,0.649654752558321,0.180843386877132,0.300433368521687,"Other glycan degradation - Prevotella copri"
"path:pcoi04122",2,"Up",0.594845853857363,0.651799180290515,1,1,"Sulfur relay system - Prevotella copri"
"path:pcoi00600",5,"Up",0.657970838651841,0.713378909275154,0.139844233152848,0.244134847707515,"Sphingolipid metabolism - Prevotella copri"
"path:pcoi00020",16,"Up",0.694754209989561,0.745413371134633,0.597568208318157,0.854854520232919,"Citrate cycle (TCA cycle) - Prevotella copri"
"path:pcoi00630",13,"Up",0.711976003607483,0.756015756407946,0.752271250855212,1,"Glyoxylate and dicarboxylate metabolism - Prevotella copri"
"path:pcoi01230",94,"Up",0.778590955715609,0.818314984068447,8.10816965607723e-38,4.17570737287977e-36,"Biosynthesis of amino acids - Prevotella copri"
"path:pcoi03010",54,"Down",0.78846223120775,0.820319291054528,2.96236636296955e-09,1.90702334616165e-08,"Ribosome - Prevotella copri"
"path:pcoi03070",11,"Up",0.951817042828536,0.971318928335827,8.27978610130002e-06,3.15858506827371e-05,"Bacterial secretion system - Prevotella copri"
"path:pcoi03440",22,"Up",0.952458366620568,0.971318928335827,0.00886437813911916,0.0207733353659853,"Homologous recombination - Prevotella copri"
"path:pcoi00250",28,"Up",0.967305055155637,0.976788438049319,1.12424751709945e-25,1.92995823768739e-24,"Alanine, aspartate and glutamate metabolism - Prevotella copri"
"path:pcoi00620",18,"Up",0.998404028983069,0.998404028983069,5.30575397481417e-06,2.10189484386869e-05,"Pyruvate metabolism - Prevotella copri"
