"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"path:pcoi00561",4,"Up",0.260130880708556,0.461956564016918,1,1,"Glycerolipid metabolism - Prevotella copri"
"path:pcoi00053",3,"Down",0.280295056793838,0.477348045227158,1,1,"Ascorbate and aldarate metabolism - Prevotella copri"
"path:pcoi00061",9,"Down",0.285644861770585,0.477348045227158,0.718228211494021,1,"Fatty acid biosynthesis - Prevotella copri"
"path:pcoi01212",9,"Down",0.285644861770585,0.477348045227158,0.718228211494021,1,"Fatty acid metabolism - Prevotella copri"
"path:pcoi00564",11,"Up",0.287335716544503,0.477348045227158,0.736109097034557,1,"Glycerophospholipid metabolism - Prevotella copri"
"path:pcoi00540",14,"Down",0.305190689233208,0.497245203445121,8.13914613601318e-05,0.000279444017336452,"Lipopolysaccharide biosynthesis - Prevotella copri"
"path:pcoi00552",6,"Up",0.309991131582435,0.497245203445121,0.657506359642642,1,"Teichoic acid biosynthesis - Prevotella copri"
"path:pcoi00260",18,"Down",0.313795516737212,0.497245203445121,0.00434464350052509,0.012430507793169,"Glycine, serine and threonine metabolism - Prevotella copri"
"path:pcoi00240",30,"Up",0.320294399207192,0.499184768032678,7.60118565313416e-18,1.11846017467545e-16,"Pyrimidine metabolism - Prevotella copri"
"path:pcoi00350",4,"Down",0.32643768125443,0.499184768032678,1,1,"Tyrosine metabolism - Prevotella copri"
"path:pcoi00770",12,"Down",0.329558875982739,0.499184768032678,0.72636700965264,1,"Pantothenate and CoA biosynthesis - Prevotella copri"
"path:pcoi03420",9,"Down",0.345249985407328,0.514460414467858,0.0762339679551001,0.163585389570319,"Nucleotide excision repair - Prevotella copri"
"path:pcoi00543",1,"Down",0.350189084287132,0.514460414467858,0.350189084287132,0.636729972841016,"Exopolysaccharide biosynthesis - Prevotella copri"
"path:pcoi00520",27,"Up",0.354628052691436,0.514460414467858,4.2505263997011e-20,7.98200854864179e-19,"Amino sugar and nucleotide sugar metabolism - Prevotella copri"
"path:pcoi00190",24,"Up",0.364124657972204,0.51977378523418,0.00459237485859626,0.0127841786604166,"Oxidative phosphorylation - Prevotella copri"
"path:pcoi01220",2,"Up",0.368383362350438,0.51977378523418,1,1,"Degradation of aromatic compounds - Prevotella copri"
"path:pcoi00541",18,"Up",0.427049799637556,0.594407153549571,3.11467919367792e-13,1.88712915852251e-12,"O-Antigen nucleotide sugar biosynthesis - Prevotella copri"
"path:pcoi03430",17,"Up",0.470701700396822,0.646430335211635,9.79341196883912e-05,0.000325394010577558,"Mismatch repair - Prevotella copri"
"path:pcoi00430",3,"Up",0.511130033178783,0.69271570286072,1,1,"Taurine and hypotaurine metabolism - Prevotella copri"
"path:pcoi00523",4,"Down",0.544079058095437,0.722318756236182,1,1,"Polyketide sugar unit biosynthesis - Prevotella copri"
"path:pcoi00660",6,"Down",0.546998669771089,0.722318756236182,1,1,"C5-Branched dibasic acid metabolism - Prevotella copri"
"path:pcoi00640",4,"Up",0.565891239196821,0.735349077504543,1,1,"Propanoate metabolism - Prevotella copri"
"path:pcoi00400",18,"Up",0.572019795586868,0.735349077504543,0.071973792919638,0.161158710233102,"Phenylalanine, tyrosine and tryptophan biosynthesis - Prevotella copri"
"path:pcoi00900",12,"Up",0.578284225998718,0.735349077504543,0.81501694686691,1,"Terpenoid backbone biosynthesis - Prevotella copri"
"path:pcoi00290",11,"Up",0.625478551817354,0.785662083380335,0.877737003936108,1,"Valine, leucine and isoleucine biosynthesis - Prevotella copri"
"path:pcoi00780",5,"Down",0.655469376962653,0.813413805146425,1,1,"Biotin metabolism - Prevotella copri"
"path:pcoi00330",10,"Down",0.6661690529801,0.816850148297028,0.814861262670079,1,"Arginine and proline metabolism - Prevotella copri"
"path:pcoi01232",32,"Up",0.683463042448042,0.824728782916939,3.22031543137182e-21,8.29231223578243e-20,"Nucleotide metabolism - Prevotella copri"
"path:pcoi00261",5,"Down",0.692211041459567,0.824728782916939,0.792376715134431,1,"Monobactam biosynthesis - Prevotella copri"
"path:pcoi04122",2,"Up",0.696615573920133,0.824728782916939,1,1,"Sulfur relay system - Prevotella copri"
"path:pcoi03440",22,"Down",0.728283385466138,0.845729503201547,1.13522837980534e-09,6.15413279578682e-09,"Homologous recombination - Prevotella copri"
"path:pcoi00625",1,"Up",0.738986944545041,0.845729503201547,0.738986944545041,1,"Chloroalkane and chloroalkene degradation - Prevotella copri"
"path:pcoi00626",1,"Up",0.738986944545041,0.845729503201547,0.738986944545041,1,"Naphthalene degradation - Prevotella copri"
"path:pcoi01210",22,"Down",0.751292443743529,0.850363974786632,7.67436178209606e-07,3.04022793675344e-06,"2-Oxocarboxylic acid metabolism - Prevotella copri"
"path:pcoi00650",12,"Up",0.792360174582823,0.887098891109031,0.592894138987747,1,"Butanoate metabolism - Prevotella copri"
"path:pcoi00920",5,"Up",0.80527044467493,0.891858664532449,0.678965262837975,1,"Sulfur metabolism - Prevotella copri"
"path:pcoi00230",33,"Down",0.825035942365891,0.90402874535837,1.55328111484096e-17,1.99984943535773e-16,"Purine metabolism - Prevotella copri"
"path:pcoi00332",2,"Down",0.842689994881298,0.913653362871303,1,1,"Carbapenem biosynthesis - Prevotella copri"
"path:pcoi00750",5,"Down",0.902869280530019,0.968703498902,1,1,"Vitamin B6 metabolism - Prevotella copri"
"path:pcoi00052",13,"Up",0.9342105551774,0.991996775085281,0.489556403971779,0.840405160151554,"Galactose metabolism - Prevotella copri"
"path:pcoi03060",12,"Up",0.956869386545203,0.999414501938766,0.343338642143472,0.636729972841016,"Protein export - Prevotella copri"
"path:pcoi01502",6,"Up",0.977793147338303,0.999414501938766,0.88138790422314,1,"Vancomycin resistance - Prevotella copri"
"path:pcoi03018",13,"Down",0.982728195070893,0.999414501938766,0.00195914851794682,0.00593506756907419,"RNA degradation - Prevotella copri"
"path:pcoi00040",16,"Up",0.989801612097031,0.999414501938766,4.54408251897601e-07,2.03495869328056e-06,"Pentose and glucuronate interconversions - Prevotella copri"
"path:pcoi00521",7,"Up",0.991332000897627,0.999414501938766,0.998066216253649,1,"Streptomycin biosynthesis - Prevotella copri"
"path:pcoi00030",14,"Down",0.999414501938766,0.999414501938766,0.0481250867845166,0.112656453154664,"Pentose phosphate pathway - Prevotella copri"
